611228,1
3441492,1
32264433,4
4998202,3
2686277,1
58112,0
81916899,4
1096062,1
84775429,1
1108624,1
56333072,1
4526468,1
26218056,1
13307677,1
1406054,2
21607126,0
1367526,5
4933682,5
50171199,1
43344803,1
1891203,1
5916056,1
3123355,1
1339539,0
77304628,1
1873154,2
3203868,1
3999798,5
83608823,0
6134762,1
92668407,1
951387,0
418056,1
1501420,0
51903181,1
13052476,0
7395310,5
3257939,0
5929401,1
35302859,1
2015140,1
12995343,1
32930001,1
4571423,1
4556698,1
26072792,3
61526520,1
9611624,1
2033263,1
11820765,1
1768469,1
68512471,2
9097716,1
135653417,1
1007323,1
43754363,1
2438867,1
2808473,1
279800,0
2277088,3
5143521,5
2645623,3
127979403,4
3206498,1
82315783,1
12180270,1
4593091,0
12847366,1
52601912,1
685180,2
4291659,2
17958608,1
391047,5
5613336,1
17924592,0
16956093,5
6361372,1
29465563,1
6287500,1
5244883,1
12659423,1
48186649,1
48925353,1
36006024,1
1613250,5
8626838,0
6305194,4
47395556,4
551677,4
5971811,2
6082964,4
6408443,4
127083808,4
17927472,4
6373092,4
7393780,4
14140865,5
33450284,4
24957156,4
1490616,5
31670029,4
8561159,4
44577373,4
11349950,4
2648404,2
11810684,0
24528853,4
3314200,4
4209359,0
1015485,4
3006141,4
44338733,4
7414643,0
4240558,4
6949872,4
3081009,4
9005162,4
30559251,4
2159725,4
4675347,4
1025199,4
368258,4
5031420,4
1296313,4
3519746,4
549673,1
4947052,1
7672276,0
22376034,3
2384150,5
1514815,5
46707658,1
1194133,0
80028322,1
11276467,1
3082786,0
67152329,0
43204043,1
5070361,1
60942,0
2270600,1
93079903,0
4914582,1
3238165,5
3227893,1
2996921,5
70706175,5
1924833,0
329852,1
6509054,5
12210520,1
21556490,1
2462244,1
13484349,1
45833924,1
5304830,1
5712360,5
2514507,1
3217077,1
27413333,3
46177344,1
2101596,1
5533143,1
7385118,1
93889320,2
318797,4
2360091,0
8072716,1
3839934,1
12030579,2
11749012,3
14152289,1
75053980,1
2016878,0
1105813,0
2824318,1
2973851,1
11755606,0
23131359,1
329996,1
13543561,1
1144286,5
697327,1
11089830,0
145827618,5
105948,1
1051318,0
3747038,0
4092375,5
1745648,1
6261138,5
864350,1
4055743,1
147018,1
374547,5
1322780,1
384753,1
261779,0
52281483,1
5303767,2
10224886,0
1045239,2
52939601,0
1431019,2
4551766,5
5931985,2
41099456,2
12703379,2
435484,2
350406376,4
47309204,1
45344695,0
952812,4
1698765,0
475680,1
2228214,5
1900396,1
10995363,1
4969422,1
4352478,0
9575166,5
4706963,0
142945,5
4860535,3
4563783,0
7286913,1
29385027,1
32350043,1
48955,1
10017935,4
120611,0
339309,1
4501462,1
28060426,0
5379424,1
3641874,0
50504770,1
14069703,0
42846085,1
10803164,1
43417693,1
7334317,1
95619516,5
2535381,1
5186754,1
6305894,5
9754596,5
52671063,1
80069516,1
19511980,1
6803460,1
6831036,3
107698,3
25015484,1
6651684,1
18477816,0
5185248,2
8719618,4
30599435,0
43590376,0
3568365,1
974939,1
5053927,1
2207593,0
5934324,1
234324,0
52945906,0
38222938,1
231366,0
7280728,5
52814316,0
137415288,0
7812015,1
296778,1
6774978,1
367279,4
550790,0
130201374,1
5421359,1
37923244,0
1094249,1
65738859,1
304258,1
5247203,4
69312577,0
106157,1
14140903,1
51470687,0
55390456,0
9038271,3
7961235,3
3227072,3
5562393,3
367594,0
920127,1
1057253,1
8919978,4
54364391,0
558199,1
1123120,5
12719057,3
3570264,0
1562550,5
5172446,1
101347231,0
3785422,5
259462,4
49648657,0
396130,1
2497603,5
113594103,0
3117936,4
3548344,1
538393,0
155705,0
284951,0
97897327,3
2416267,0
1144377,3
23004734,0
50711118,3
102126017,0
3345354,0
40415054,0
24969130,3
46819999,0
7423463,3
106085,2
15214048,1
748739,4
397210,3
528290,0
45371521,0
16118457,1
3640993,0
308951,0
5361466,1
7372460,4
4819520,1
462520,3
64683986,0
5037662,1
2622255,4
3243391,1
19463952,1
325759,4
4976111,1
4451907,4
3866020,1
157630,5
247649,0
787778,0
178537,1
10853970,5
2934909,1
158347418,1
14028213,1
331130,0
109897,5
4196205,1
90713032,1
106069,0
5059831,0
25955346,5
2167211,0
5333288,1
4574624,2
76582857,1
5281137,5
23560207,1
2000624,1
73136324,0
1381471,1
814696,0
324378,1
9062808,1
2019784,1
463315,3
6725321,1
6306884,0
15978520,1
2390653,0
29909495,5
8575553,1
1068038,1
116431,4
4832363,3
18252161,2
1095821,1
5986644,1
60728324,4
20542919,1
19093907,0
239570,3
4325232,1
5178041,1
15902923,1
5957387,0
1184275,2
194818,0
212095,0
767052,5
111981170,2
81506419,2
71305,2
46895120,2
3573265,0
3487722,2
106919134,0
4768948,0
133024,2
6094522,2
92363331,0
299939,2
3686176,3
1626016,0
4207162,2
9082745,3
16295328,3
42668193,0
67490872,0
4239093,3
49983879,3
5656944,3
1369074,5
2365596,2
6358533,5
2889952,3
758302,0
3809912,3
8015472,5
4372597,0
4572965,0
31356167,4
11091839,0
27954270,0
6190747,3
5194467,0
1156235,0
4165949,5
3547036,0
31611065,3
10418729,5
94613498,3
198118,0
22817505,3
1361456,0
12625104,3
13408141,3
8108115,3
3052879,1
3107386,2
278370,4
11233785,4
4483040,5
7304726,1
5383766,0
3066821,1
2844052,1
27662258,0
3796198,0
727343,0
49170697,5
281050,0
8505492,1
26436152,1
536827,5
4997549,5
849019,5
54230158,0
87184,1
3475125,0
120625575,2
2960616,1
2660955,0
2174373,2
147912205,1
5734152,2
5925666,0
4448160,4
3195963,2
4824319,1
1075719,1
4465287,1
3370521,5
1952773,3
8107105,0
70619391,0
3627397,1
30556785,3
3237591,5
4354913,0
2203922,1
216898,1
921056,1
1766108,0
6220201,5
26801887,0
4074266,1
2864006,4
3052610,5
1532504,0
5222995,0
5467838,0
2685020,1
26749786,3
56049301,5
107560,1
22080978,4
5123494,1
4271340,1
92839268,5
5803197,0
5638782,1
325251,1
945481,1
8625678,0
60011109,2
336101,0
1165822,0
330221256,0
424294,1
4440836,0
5459888,1
4834709,0
1824156,0
27017849,1
1262646,5
3406526,3
1845484,5
8375444,1
374540,5
6673000,1
4683919,3
1393070,3
39804895,1
3653033,5
5150457,0
1357989,5
5319078,1
4994359,1
4652392,0
2670814,4
5213191,5
4656051,5
91136,0
1589670,0
2627534,1
2251720,1
380317,1
5993218,1
3711429,5
1659512,0
1419769,5
2431698,1
133432,1
5316542,1
5510076,0
18235991,5
3666289,1
8153569,1
5170933,1
14670893,1
194742663,1
5377088,1
5123660,5
75913725,3
403870,3
25520154,1
206644,1
3178907,1
17678297,0
179716,1
101174919,0
91420262,1
3103790,1
7138079,1
3346971,3
6369845,1
1230,1
92835597,0
1133376,1
11813904,0
776718,0
1849622,0
5170139,0
180288,1
29096040,1
6725626,1
18469436,0
11899643,1
135212,5
3019612,1
20307627,1
11367581,1
99539465,0
647450,1
44086190,0
533818,1
11519226,1
8477673,4
1497492,0
5286139,1
7936996,5
2226428,0
4625751,1
67191438,4
94696493,4
54876097,3
63720320,4
29734425,1
468816,0
4668762,0
70474248,4
1744209,4
1891246,2
5791826,5
3219947,0
6005384,1
6215288,1
251922,1
3019948,1
1096083,0
3546923,1
393819,3
49687352,1
1450685,1
972780,0
612313,4
73130200,0
370119,3
42539308,1
201884,1
4005383,5
962255,3
6800815,1
681260,5
3762489,5
170930,3
3435255,4
3665298,5
5728837,3
3250547,5
2476479,1
1094755,1
7926733,1
43450139,1
5623649,5
848173,4
10361583,1
1562097,1
2494103,0
5795732,1
273740,5
12305570,0
12285945,5
22690844,4
43259587,1
5132250,5
4242107,1
1948754,5
981507,2
396641663,1
3294070,1
748560,1
8909211,1
674990,1
43227552,4
3995344,1
12164265,0
499492,1
489824,1
620273,1
4671284,1
5149148,1
30366299,0
3026292,5
781248,5
29122598,1
1221282,0
461712,0
194101,1
4141836,3
12652885,0
5249236,1
30546051,0
45823169,1
61946420,1
5503229,0
286427,0
68865239,1
3855652,3
1116409,2
826503,0
129491502,0
14626637,2
65452571,0
7006933,4
30051804,1
699736,4
2580233,1
22145316,0
16925,0
50619133,1
1639641,5
5341081,1
536955,0
8381449,3
9560544,3
6863812,4
31674996,0
21645194,4
251135,3
20713344,0
349772,4
645339,0
22521280,1
1734768,1
25551149,0
4529209,1
96482512,0
4066553,1
80195412,0
31579984,3
3731042,1
15492519,4
456808,2
813413,5
2381663,1
144411704,2
1464776,0
2038544,3
17113928,3
560392,3
6011020,3
1311732,4
5297405,3
622852,5
50922014,0
8424297,3
18368502,3
2422799,0
7903616,3
3623935,3
16809496,5
