senti_clus_id,venue_clus_id,mrt_loc_clus_id,Count
Senti-Clus ID - 4,Type-Clus ID -7,Loc-Clus ID - 7,50
Senti-Clus ID - 4,Type-Clus ID -7,Loc-Clus ID - 8,7
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 0,3
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 1,2
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 10,6
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 11,4
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 13,1
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 15,1
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 16,1
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 17,3
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 18,1
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 19,2
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 3,4
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 4,1
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 5,1
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 6,4
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 7,225
Senti-Clus ID - 4,Type-Clus ID -8,Loc-Clus ID - 8,1
Senti-Clus ID - 99,Type-Clus ID -1,Loc-Clus ID - 11,1
Senti-Clus ID - 99,Type-Clus ID -3,Loc-Clus ID - 19,1
