,uid,loc_clus_id
368,5281137,6
369,23560207,6
370,2000624,7
371,73136324,7
372,1381471,7
373,814696,7
374,324378,6
375,9062808,6
376,2019784,7
377,463315,7
378,6725321,6
379,6306884,7
380,15978520,6
381,2390653,7
382,29909495,6
383,8575553,6
384,1068038,6
385,116431,5
386,4832363,7
387,18252161,7
388,1095821,6
389,5986644,6
390,60728324,7
391,20542919,6
392,19093907,7
393,239570,7
394,4325232,6
395,5178041,6
396,15902923,7
397,5957387,7
398,1184275,7
399,194818,7
400,212095,7
401,767052,7
402,111981170,7
403,81506419,6
404,71305,6
405,46895120,6
406,3573265,7
407,3487722,7
408,106919134,7
409,4768948,7
410,133024,6
411,6094522,7
412,92363331,7
413,299939,6
414,3686176,4
415,1626016,7
416,4207162,4
417,9082745,7
418,16295328,4
419,42668193,7
420,67490872,7
421,4239093,4
422,49983879,4
423,5656944,4
424,1369074,4
425,2365596,4
426,6358533,4
427,2889952,4
428,758302,7
429,3809912,4
430,8015472,7
431,4372597,7
432,4572965,7
433,31356167,7
434,11091839,7
435,27954270,7
436,6190747,4
437,5194467,7
438,1156235,7
439,4165949,7
440,3547036,7
441,31611065,4
442,10418729,7
443,94613498,4
444,198118,4
445,22817505,4
446,1361456,7
447,12625104,4
448,13408141,4
449,8108115,4
450,3052879,2
451,3107386,7
452,278370,7
453,11233785,7
454,4483040,7
455,7304726,8
456,5383766,7
457,3066821,8
458,2844052,8
459,27662258,7
460,3796198,7
461,727343,7
462,49170697,7
463,281050,6
464,8505492,7
465,26436152,8
466,536827,16
467,4997549,7
468,849019,7
469,54230158,7
470,87184,8
471,3475125,7
472,120625575,8
473,2960616,4
474,2660955,7
475,2174373,8
476,147912205,8
477,5734152,7
478,5925666,7
479,4448160,14
480,3195963,14
481,4824319,14
482,1075719,14
483,4465287,14
484,3370521,7
485,1952773,14
486,8107105,7
487,70619391,7
488,3627397,14
489,30556785,14
490,3237591,7
491,4354913,7
492,2203922,14
493,216898,14
494,921056,5
495,1766108,7
496,6220201,14
497,26801887,7
498,4074266,14
499,2864006,7
500,3052610,7
501,1532504,7
502,5222995,7
503,5467838,7
504,2685020,14
505,26749786,11
506,56049301,14
507,107560,14
508,22080978,7
509,5123494,14
510,4271340,14
511,92839268,7
512,5803197,7
513,5638782,14
514,325251,14
515,945481,14
516,8625678,7
517,60011109,7
518,336101,7
519,1165822,7
520,330221256,7
521,424294,14
522,4440836,11
523,5459888,14
524,4834709,7
525,1824156,7
526,27017849,7
527,1262646,7
528,3406526,7
529,1845484,7
530,8375444,14
531,374540,7
532,6673000,14
533,4683919,14
534,1393070,7
535,39804895,7
536,3653033,3
537,5150457,7
538,1357989,4
539,5319078,14
540,4994359,7
541,4652392,10
542,2670814,7
543,5213191,7
544,4656051,7
545,91136,7
546,1589670,7
547,2627534,7
548,2251720,4
549,380317,0
550,5993218,7
551,3711429,16
552,1659512,7
553,1419769,7
554,2431698,14
555,133432,14
556,5316542,14
557,5510076,7
558,18235991,11
559,3666289,7
560,8153569,14
561,5170933,14
562,14670893,11
563,194742663,14
564,5377088,14
565,5123660,7
566,75913725,7
567,403870,18
568,25520154,18
569,206644,18
570,3178907,18
571,17678297,7
572,179716,7
573,101174919,7
574,91420262,18
575,3103790,18
576,7138079,18
577,3346971,3
578,6369845,18
579,1230,18
580,92835597,7
581,1133376,18
582,11813904,7
583,776718,7
584,1849622,4
585,5170139,7
586,180288,18
587,29096040,18
588,6725626,18
589,18469436,7
590,11899643,18
591,135212,7
592,3019612,5
593,20307627,5
594,11367581,5
595,99539465,7
596,647450,5
597,44086190,7
598,533818,5
599,11519226,5
600,8477673,7
601,1497492,7
602,5286139,5
603,7936996,8
604,2226428,7
605,4625751,5
606,67191438,5
607,94696493,7
608,54876097,7
609,63720320,7
610,29734425,5
611,468816,16
612,4668762,7
613,70474248,6
614,1744209,5
615,1891246,7
616,5791826,9
617,3219947,7
618,6005384,14
619,6215288,14
620,251922,14
621,3019948,11
622,1096083,7
623,3546923,14
624,393819,14
625,49687352,7
626,1450685,14
627,972780,4
628,612313,7
629,73130200,7
630,370119,14
631,42539308,14
632,201884,14
633,4005383,19
634,962255,7
635,6800815,14
636,681260,4
637,3762489,7
638,170930,7
639,3435255,14
640,3665298,14
641,5728837,9
642,3250547,7
643,2476479,7
644,1094755,14
645,7926733,7
646,43450139,10
647,5623649,11
648,848173,7
649,10361583,7
650,1562097,7
651,2494103,7
652,5795732,14
653,273740,7
654,12305570,7
655,12285945,7
656,22690844,7
657,43259587,4
658,5132250,7
659,4242107,4
660,1948754,4
661,981507,4
662,396641663,4
663,3294070,4
664,748560,4
665,8909211,4
666,674990,4
667,43227552,7
668,3995344,4
669,12164265,7
670,499492,4
671,489824,4
672,620273,1
673,4671284,4
674,5149148,4
675,30366299,7
676,3026292,7
677,781248,7
678,29122598,7
679,1221282,7
680,461712,7
681,194101,7
682,4141836,7
683,12652885,7
684,5249236,7
685,30546051,7
686,45823169,18
687,61946420,18
688,5503229,7
689,286427,7
690,68865239,18
691,3855652,18
692,1116409,4
693,826503,7
694,129491502,7
695,14626637,7
696,65452571,7
697,7006933,4
698,30051804,18
699,699736,7
700,2580233,7
701,22145316,7
702,16925,7
703,50619133,7
704,1639641,7
705,5341081,18
706,536955,7
707,8381449,7
708,9560544,7
709,6863812,4
710,31674996,7
711,21645194,7
712,251135,10
713,20713344,7
714,349772,7
715,645339,7
716,22521280,4
717,1734768,4
718,25551149,7
719,4529209,4
720,96482512,7
721,4066553,4
722,80195412,7
723,31579984,7
724,3731042,7
725,15492519,4
726,456808,7
727,813413,4
728,2381663,4
729,144411704,7
730,1464776,7
731,2038544,4
732,17113928,7
733,560392,12
734,6011020,12
735,1311732,7
736,5297405,7
737,622852,1
738,50922014,7
739,8424297,12
740,18368502,7
741,2422799,7
742,7903616,12
743,3623935,12
744,16809496,7
745,3994472,7
746,107438,7
747,940120,7
748,3724394,7
749,387976,7
750,6802718,12
751,1465717,12
752,344680,6
753,445426,7
754,1087277,7
755,1055676,5
756,1098430,7
757,4116143,6
758,133232,7
759,622629,7
760,8042049,6
761,3963404,6
762,2056086,6
763,251795,7
764,59156790,6
765,718123,7
766,63294027,6
767,9317042,6
768,9288923,7
769,1547666,6
770,11067883,7
771,458000,7
772,11105265,6
773,16801663,6
774,7884309,6
775,1733412,6
776,11677182,7
777,274822,6
778,13517416,7
779,15335010,6
780,29256609,7
781,122388126,5
782,183157664,7
783,4161930,6
784,47993096,6
785,1529185,7
786,34043760,16
787,921782,6
788,102038691,6
789,54612547,7
790,6715294,7
791,42854042,6
792,3161933,6
793,9118009,6
794,197321,6
795,7268722,7
796,4953190,0
797,40033180,7
798,10474839,6
799,53083561,7
800,16504035,7
801,52057059,6
802,852220,6
803,5358925,7
804,13775966,9
805,323731,7
806,3782252,6
807,6264091,7
808,4496335,6
809,2466277,7
810,1268505,6
811,3698342,6
812,106739,7
813,33549090,7
814,11053731,6
815,58048026,7
816,363098,7
817,3523,7
818,116837780,6
819,11813952,7
820,1093728,6
821,150680303,7
822,65473824,6
823,150870620,6
824,15283802,6
825,6881573,6
826,5307851,6
827,2799536,7
828,5641526,6
829,47506630,6
830,19262753,6
831,68101825,7
832,1584990,7
833,8351959,6
834,43580536,6
835,46399767,6
836,3649607,7
837,116014624,7
838,67492119,6
839,170379714,7
840,12767862,6
841,29122084,7
842,1918383,6
843,9563930,7
844,69158786,7
845,3075694,6
846,4472011,7
847,6913511,7
848,84441499,7
849,6465504,7
850,39660938,7
851,85563929,6
852,58691529,7
853,107604885,7
854,976646,5
855,3575252,7
856,8228016,5
857,95207955,5
858,7114968,5
859,96271698,5
860,56292131,5
861,126082631,5
862,3550595,11
863,5406277,7
864,320185,7
865,124144979,5
866,37235513,11
867,126257047,7
868,5683928,7
869,7947027,5
870,164545,6
871,17132053,7
872,6887848,7
873,51121736,5
874,32177687,5
875,30273024,5
876,2801015,7
877,829550,5
878,101177134,5
879,12911761,5
880,91738572,5
881,54782207,7
882,31786209,7
883,36839819,5
884,6107084,5
885,2139292,7
886,14062500,9
887,25029019,7
888,5970780,8
889,18934059,9
890,15009,7
891,144133104,9
892,96222,9
893,111262509,18
894,3959129,9
895,30429490,9
896,40337717,9
897,69085719,9
898,1685662,9
899,57908708,7
900,65131717,9
901,2164618,7
902,1999215,7
903,3170597,9
904,41682759,9
905,16702134,9
906,3809201,7
907,118389,9
908,45457172,7
909,1887566,9
910,197236403,9
911,40884151,9
912,1624762,9
913,68318307,9
914,83131,7
915,609805,17
916,22707077,9
917,42506561,9
918,83585490,9
919,9944848,7
920,43224091,9
921,573278,9
922,95867534,4
923,8311431,7
924,93801219,7
925,1856629,7
926,5928699,9
927,95179415,7
928,56413292,9
929,154134,6
930,197248447,9
931,5286375,9
932,2166579,9
933,38078902,9
934,2534289,9
935,37173805,9
936,12974537,7
937,71865989,9
938,349230529,9
939,8853131,9
940,756189,7
941,129494705,9
942,77001620,9
943,93478027,9
944,973874,9
945,4818499,16
946,14243442,9
947,44192467,7
948,51795910,9
949,1722113,9
950,23734524,7
951,963707,7
952,609718,9
953,2700848,9
954,5205120,9
955,148891441,9
956,61928090,7
957,1294299,7
958,62020145,9
959,13969710,9
960,20593720,7
961,12315492,7
962,25219261,7
963,12260248,9
964,4863654,7
965,57179257,7
966,8640653,9
967,390469,9
968,7870523,3
969,4392594,8
970,490075,7
971,29687657,7
972,3930171,7
973,34975991,9
974,79813991,7
975,5282536,7
976,5559079,13
977,6480196,9
978,81509718,9
979,54505895,7
980,1661722,0
981,57381801,9
982,11973503,9
983,89599964,7
984,14220021,9
985,1583419,9
986,64146965,7
987,3012817,7
988,2697019,9
989,93793438,9
990,34699467,7
991,36318612,9
992,29907621,5
993,319153,9
994,10915488,9
995,6903356,18
996,33026095,7
997,42782834,9
998,4955059,7
999,1165860,7
1000,304474,9
1001,40079244,7
1002,1830883,7
1003,30097858,9
1004,8540651,11
1005,18767304,9
1006,4202142,9
1007,4078392,8
1008,449007,7
1009,622149,9
1010,11479888,7
1011,12324676,7
1012,5106812,9
1013,52445267,7
1014,12940745,7
1015,83226753,6
1016,5642517,7
1017,4804576,0
1018,5903681,9
1019,1234794,7
1020,41964858,9
1021,646081,7
1022,138369165,5
1023,4986415,7
1024,66234646,9
1025,221985317,9
1026,85921835,7
1027,6334169,7
1028,45204243,9
1029,13126668,9
1030,319730,9
1031,1245780,7
1032,38026799,9
1033,145941740,9
1034,78067164,7
1035,864647,7
1036,159971155,7
1037,563810,7
1038,331612,7
1039,46756035,9
1040,977960,4
1041,4925011,18
1042,3240982,11
1043,4434682,11
1044,5940271,11
1045,6773415,11
1046,4207574,1
1047,12980489,7
1048,2292654,7
1049,6299707,7
1050,4901101,7
1051,10620071,7
1052,917712,7
1053,441579,6
1054,11388963,7
1055,250024,7
1056,4186032,6
1057,9680577,6
1058,757484,6
1059,94107302,7
1060,4897900,7
1061,90561018,7
1062,2479060,7
1063,67639200,7
1064,7860893,7
1065,4747276,9
1066,3101817,7
1067,4761147,7
1068,1562638,9
1069,33523380,5
1070,15730276,9
1071,64514341,7
1072,11416804,9
1073,13115261,9
1074,59086404,9
1075,12277257,9
1076,65554876,7
1077,26575718,9
1078,7054519,7
1079,73502927,5
1080,12067269,7
1081,12445273,7
1082,107013,7
1083,11816507,7
1084,3655292,1
1085,84868037,9
1086,195699,9
1087,150269288,3
1088,1752787,9
1089,29944859,7
1090,8141559,9
1091,38508898,9
1092,84789518,9
1093,175443,7
1094,2997804,7
1095,2540105,7
1096,22961896,4
1097,12455346,7
1098,108117,4
1099,59704532,7
1100,42926737,19
1101,28166066,12
1102,4885422,0
1103,3188236,12
1104,9078533,12
1105,5170602,7
1106,3109329,7
1107,2743998,12
1108,340461,12
1109,828678,11
1110,10543598,7
1111,5376474,7
1112,4418832,15
1113,1272304,12
1114,4157175,4
1115,5905600,12
1116,5337579,12
1117,3474016,12
1118,5583320,7
1119,3078906,7
1120,23563143,12
1121,5462993,12
1122,6443473,12
1123,4771359,12
1124,339899,12
1125,1544802,3
1126,3980413,12
1127,5555168,12
1128,25582059,7
1129,5705936,7
1130,4444532,12
1131,9363275,12
1132,31055671,4
1133,2834238,15
1134,5127591,12
1135,1356642,12
1136,3656544,7
1137,5888350,7
1138,1324985,10
1139,3955610,3
1140,3784206,8
1141,1921033,12
1142,149475,12
1143,5265018,12
1144,68436967,12
1145,36103124,7
1146,1083607,4
1147,7860499,12
1148,19653059,12
1149,2834448,12
1150,3809011,12
1151,71436488,7
1152,374271533,12
1153,12178386,12
1154,239927,7
1155,4330967,12
1156,849606,7
1157,9619464,1
1158,18618898,11
1159,6414929,12
1160,3728526,7
1161,4556462,7
1162,15862650,3
1163,3769888,12
1164,3254593,12
1165,9092137,17
1166,568057,7
1167,22532368,12
1168,1910606,12
1169,7135680,12
1170,3351304,12
1171,66042624,12
1172,7961462,12
1173,17010969,7
1174,54790315,7
1175,2832533,11
1176,185828,12
1177,593190,14
1178,8444119,12
1179,4363191,7
1180,4142391,12
1181,4600948,7
1182,1320886,12
1183,3550276,16
1184,4140713,5
1185,131558,12
1186,7158446,15
1187,4066308,12
1188,4165753,7
1189,7071372,12
1190,6002111,12
1191,4600026,7
1192,121733,7
1193,5324972,12
1194,42607122,12
1195,3342336,7
1196,6210999,3
1197,1028360,7
1198,12850795,12
1199,61564031,7
1200,2166563,12
1201,3533370,12
1202,3718169,7
1203,785387,7
1204,1637833,0
1205,42742205,16
1206,11450953,7
1207,240116,7
1208,5485752,12
1209,18860494,13
1210,67961227,7
1211,657756,12
1212,2477835,7
1213,34859609,12
1214,80285033,12
1215,3146921,7
1216,48159801,7
1217,707687,7
1218,2949238,4
1219,4067537,12
1220,1023230,7
1221,3589595,7
1222,4818815,12
1223,73075428,12
1224,9233648,12
1225,4143373,12
1226,8821135,7
1227,4206405,12
1228,5167286,3
1229,138834,7
1230,5378154,12
1231,2889360,9
1232,162876,11
1233,3323785,4
1234,4751967,12
1235,2056040,12
1236,3856597,7
1237,6049891,7
1238,374432,12
1239,645965,12
1240,5246475,12
1241,4965462,7
1242,5207502,7
1243,358602,12
1244,6175100,3
1245,91647304,12
1246,2405728,3
1247,2183871,12
1248,10741580,7
1249,7337193,12
1250,3733223,12
1251,1980965,12
1252,1963354,7
1253,799978,7
1254,3023368,7
1255,6776850,12
1256,4349266,12
1257,9072214,12
1258,3408993,7
1259,31946528,11
1260,7906612,7
1261,2495272,12
1262,8582423,12
1263,2283076,12
1264,67863359,12
1265,4346747,12
1266,5309328,12
1267,3227169,8
1268,4723704,12
1269,4443261,12
1270,4374958,7
1271,16988658,12
1272,5438097,12
1273,246893,17
1274,1284182,17
1275,105742,5
1276,333488,1
1277,1973074,7
1278,29970582,5
1279,528360,7
1280,3481083,5
1281,11036727,5
1282,3690223,5
1283,368939,7
1284,3992857,7
1285,121716,5
1286,1472873,7
1287,64315767,4
1288,643939,7
1289,103913272,7
1290,241443,7
1291,874580,5
1292,1078893,5
1293,85590766,5
1294,162778,4
1295,108030,7
1296,668407,7
1297,4115095,5
1298,3054627,5
1299,24602,5
1300,4688186,5
1301,379189,5
1302,128288448,5
1303,1126401,7
1304,658241,7
1305,2911217,5
1306,133468,7
1307,539857,7
1308,1380464,5
1309,726583,7
1310,6185845,5
1311,7425547,5
1312,9491825,7
1313,27478945,5
1314,10392603,7
1315,4230011,7
1316,29512497,5
1317,4755790,4
1318,51036101,5
1319,2788613,4
1320,191781,7
1321,591944,7
1322,176913,7
1323,13799113,7
1324,5318650,7
1325,44656752,7
1326,2222126,7
1327,335516,7
1328,102419566,5
1329,340307,4
1330,117184,7
1331,415021,5
1332,2874473,15
1333,52910464,5
1334,50725305,5
1335,6924669,7
1336,1891249,7
1337,1272497,7
1338,242899,5
1339,174952,7
1340,5907810,5
1341,736567,7
1342,71500581,7
1343,14561633,7
1344,26547,5
1345,18644772,5
1346,160454586,7
1347,493805,5
1348,530223,7
1349,486771,7
1350,491774,7
1351,259841,5
1352,40782858,7
1353,208763770,7
1354,646146,5
1355,377500,5
1356,13127848,7
1357,5280472,5
1358,801322,7
1359,1175977,5
1360,246966,18
1361,2766026,5
1362,224067,7
1363,69778586,7
1364,212775,7
1365,14535110,5
1366,4955075,17
1367,6018496,5
1368,75853290,7
1369,877733,7
1370,147577,7
1371,4534189,3
1372,11382604,5
1373,9908462,5
1374,24565311,7
1375,10294552,7
1376,21489079,7
1377,69536913,5
1378,2403744,6
1379,4532136,5
1380,49838586,7
1381,3385550,5
1382,46330931,5
1383,930519,5
1384,5321381,7
1385,31593902,7
1386,931004,7
1387,81846692,4
1388,1292203,7
1389,4328623,7
1390,4966130,4
1391,3332184,7
1392,48012231,7
1393,9588714,4
1394,352135,7
1395,3673126,7
1396,1708658,4
1397,36716839,4
1398,40504823,4
1399,2867470,4
1400,3411412,7
1401,8472554,4
1402,1601088,4
1403,10341838,4
1404,1000903,17
1405,1222769,8
1406,854511,4
1407,4463726,11
1408,777190,4
1409,2539613,7
1410,4749057,7
1411,4978407,7
1412,646224,7
1413,3587065,4
1414,8979432,3
1415,3516530,7
1416,29787172,4
1417,194087,7
1418,4405257,7
1419,234707,7
1420,4776696,3
1421,2780188,4
1422,10535991,4
1423,4369438,7
1424,4827810,4
1425,8394753,7
1426,2480545,4
1427,1107801,4
1428,1756857,4
1429,117467043,4
1430,2950895,4
1431,21406768,4
1432,3795861,4
1433,6154019,4
1434,16077360,7
1435,4572958,7
1436,108147,7
1437,8555968,4
1438,1054110,4
1439,6800719,7
1440,5321487,4
1441,5206654,4
1442,8312360,7
1443,3696587,4
1444,4630004,4
1445,8747012,4
1446,10392538,4
1447,3567262,4
1448,5857845,4
1449,5283330,4
1450,584707,4
1451,1246607,4
1452,1532442,4
1453,766601,7
1454,899258,4
1455,1074416,4
1456,4033615,4
1457,4461790,16
1458,10889001,7
1459,25109305,4
1460,1498072,4
1461,2639355,4
1462,374319,4
1463,92035613,7
1464,3883546,4
1465,4661135,4
1466,747084,4
1467,107282,4
1468,319113,4
1469,1105274,7
1470,26547769,7
1471,1259068,4
1472,8143872,7
1473,4446342,7
1474,68511875,4
1475,194517,16
1476,4262347,4
1477,6622856,4
1478,745282,4
1479,2725897,16
1480,24265446,16
1481,287025,16
1482,54912214,16
1483,5202882,16
1484,5088639,16
1485,489101,16
1486,10607086,16
1487,12882126,16
1488,31197423,16
1489,5246638,16
1490,20652043,16
1491,6001615,16
1492,4990048,7
1493,1214714,16
1494,481200,16
1495,3890217,16
1496,16035434,16
1497,1177333,16
1498,12386493,16
1499,2003198,16
1500,5603030,16
1501,5178011,16
1502,45926753,7
1503,6772406,16
1504,17283569,16
1505,223053,5
1506,4378976,12
1507,28292303,12
1508,3427407,12
1509,3512546,12
1510,4222741,7
1511,1398787,7
1512,5075404,7
1513,10722153,5
1514,7013579,12
1515,246142,12
1516,1075369,7
1517,8200507,12
1518,1309040,12
1519,18757894,12
1520,6967239,12
1521,4799762,12
1522,6150312,7
1523,86950545,12
1524,54609680,12
1525,42292044,12
1526,6049507,12
1527,18197750,12
1528,660527,7
1529,7002581,7
1530,2003033,12
1531,1273923,7
1532,4577195,7
1533,6158829,12
1534,5364894,12
1535,1051066,7
1536,3100569,4
1537,4838213,7
1538,1090917,12
1539,17857620,5
1540,99548,12
1541,4638266,8
1542,556665,12
1543,757853,13
1544,123736,7
1545,9605533,7
1546,7645102,12
1547,10534051,12
1548,1424230,12
1549,19220136,7
1550,107122217,12
1551,643158,12
1552,618233,12
1553,65317267,12
1554,81643057,6
1555,7738379,12
1556,10705329,7
1557,4513692,7
1558,5586255,7
1559,4045352,7
1560,362808,8
1561,11481324,12
1562,4586114,12
1563,1248274,12
1564,55345198,12
1565,4948354,12
1566,7461962,7
1567,4845055,12
1568,4264189,12
1569,1211547,1
1570,31886413,12
1571,1065156,7
1572,445596,1
1573,2360745,15
1574,3722877,7
1575,4737632,12
1576,7450059,12
1577,56182350,7
1578,2797325,12
1579,4442457,12
1580,131203,7
1581,37542574,7
1582,766457,12
1583,55359190,12
1584,3661574,10
1585,4024561,7
1586,7340834,7
1587,1969296,5
1588,3204426,7
1589,49327817,6
1590,1604299,12
1591,1099625,7
1592,6720263,12
1593,1945845,12
1594,5667053,12
1595,2038453,12
1596,5984095,12
1597,119891315,12
1598,223395,7
1599,1928985,12
1600,4579353,7
1601,954931,2
1602,101500236,7
1603,13197444,12
1604,1323877,12
1605,11693362,7
1606,17008586,7
1607,4164620,7
1608,88013,12
1609,3878303,12
1610,2177366,12
1611,4225069,12
1612,124051976,7
1613,539160,7
1614,1543562,12
1615,11696250,12
1616,12001991,12
1617,17819170,12
1618,6619323,16
1619,8655017,3
1620,729923,7
1621,26653209,7
1622,4435022,12
1623,1698962,7
1624,23307945,12
1625,3546226,12
1626,315768,12
1627,3962908,12
1628,69072060,7
1629,1909382,1
1630,2552696,12
1631,6309467,12
1632,5851051,12
1633,2984387,3
1634,18335327,7
1635,1356712,7
1636,17630790,12
1637,126528,12
1638,5308009,13
1639,814909,7
1640,7467861,7
1641,5363951,12
1642,5909741,12
1643,3168420,4
1644,6128053,12
1645,6386608,15
1646,5011243,7
1647,1086909,15
1648,25017101,7
1649,22687780,15
1650,1533015,15
1651,9345383,15
1652,3434331,0
1653,22865644,0
1654,6025393,7
1655,5169369,15
1656,2682841,13
1657,753714,15
1658,7298610,7
1659,297836,7
1660,14566286,15
1661,353777,15
1662,4615803,15
1663,4858378,15
1664,8498830,15
1665,3459113,15
1666,2024993,15
1667,6356931,3
1668,3822573,15
1669,5459432,15
1670,4131068,15
1671,3783341,7
1672,2845076,15
1673,2786744,15
1674,6837821,15
1675,14224909,15
1676,30046053,15
1677,72361025,19
1678,5183313,15
1679,5607360,13
1680,39734550,13
1681,258159,7
1682,2061420,13
1683,3299714,13
1684,1062717,7
1685,5854404,13
1686,10604771,13
1687,7102207,13
1688,7691142,13
1689,44815673,7
1690,3682977,13
1691,26846073,7
1692,2128175,13
1693,1604902,7
1694,4245431,13
