uid,Label,total_count
817476,E4,1
818235,C4,1
823974,CBD,2
824796,C5,1
824797,CBD,1
824945,C5,1
825564,C8,1
826032,C8,1
826032,CBD,1
826032,NE2,1
826032,NE3,1
826293,C5,1
826293,E2,1
826442,C5,1
826498,C3,1
826498,C8,1
826498,CBD,1
826503,C1,1
826503,C6,1
826503,C7,2
826503,CBD,4
826503,E1,2
826503,NE1,4
826503,W2,1
826846,NE1,2
826846,NE2,1
826881,E4,1
827181,E3,2
827252,C1,1
827252,C3,1
827252,C7,1
827252,W1,1
827252,W2,3
828678,C2,1
828678,C6,1
828678,C8,3
829098,CBD,5
829550,C5,1
830988,C6,1
835565,E3,1
835858,CBD,3
836515,NE1,2
837645,CBD,1
837732,C4,1
838097,C8,1
838503,C4,1
838688,C1,1
838688,C3,1
838688,C5,1
838688,C6,2
838688,E3,1
838967,C2,1
838967,C3,1
838967,E1,1
838967,NE3,2
839012,C5,1
839012,CBD,1
839889,C5,1
840030,C3,1
840548,C8,2
840548,N1,4
840548,NE3,1
841038,CBD,1
841038,W2,1
841040,E1,1
841089,C1,1
842533,C6,1
842827,C2,2
842827,C5,3
842827,C6,5
842827,CBD,8
844103,C5,1
845644,E3,2
846184,C1,1
846184,C6,1
846184,E1,1
846184,N1,9
846184,W1,3
846184,W2,7
848173,C2,1
848173,C5,1
848173,C6,1
848173,C7,1
848173,CBD,1
848173,E2,1
848173,E3,1
848173,W2,3
848792,C6,1
849019,C1,3
849019,C8,2
849019,E3,1
849019,NE2,4
849019,NE3,3
849107,E1,2
849606,C2,2
849606,C3,1
849606,C4,4
849606,C6,4
849606,C7,5
849606,C8,5
849606,CBD,3
849606,E1,1
849606,E2,1
849606,E3,2
849606,NE1,5
849606,NE2,6
849606,NE3,2
849879,C5,1
849918,C1,1
849959,C1,1
849959,NE2,2
849959,W1,1
850403,C5,2
850563,C6,1
850847,E2,1
850921,E3,1
851739,C4,1
851739,C5,2
851739,CBD,1
851739,NE2,1
852046,C4,1
852220,CBD,1
852257,C6,1
852324,C1,1
852324,E3,2
852705,C6,1
852705,N1,2
853157,CBD,1
853510,N1,2
854511,C4,1
854662,C1,1
854662,C6,1
855825,C4,1
855825,C5,4
855825,CBD,3
855922,E1,1
856636,NE3,1
857339,N1,1
858390,C8,1
858390,CBD,1
858901,W1,1
858989,C1,1
858989,C6,1
858989,CBD,1
861094,C4,2
861094,CBD,3
861094,W1,1
861094,W2,1
861155,NE1,2
861959,C6,1
862043,C5,1
862043,CBD,2
862043,N1,1
862349,E4,1
862349,NE3,1
863218,C5,1
863919,C6,1
864239,CBD,1
864350,CBD,1
864350,E1,1
864570,C4,1
864647,C4,2
864647,C7,1
864647,C8,2
864647,N1,1
864647,NE3,1
865422,CBD,1
866212,C2,1
866212,C8,1
866212,CBD,3
866212,N1,1
866212,W1,1
866361,CBD,1
867437,CBD,1
871280,C4,1
872276,C1,1
872276,C3,1
872276,C4,1
872276,C5,2
872276,E3,1
873150,C3,1
873462,C3,1
873781,C4,1
873781,C7,1
873781,C8,1
873781,E3,1
874005,W2,1
874042,C6,1
874500,C6,1
874580,C5,1
874583,N1,1
874583,NE1,2
874583,W2,1
874652,C6,1
874932,CBD,1
874948,C6,1
875043,C6,1
875043,CBD,1
875836,C3,3
875836,W2,1
876221,C1,2
876221,C4,1
876221,NE3,1
876412,E1,1
876529,C8,1
876959,CBD,1
877143,C6,1
877143,C8,1
877393,C2,1
877393,C6,1
877393,NE1,2
877733,C3,1
877733,C4,3
877733,C5,5
877733,C6,3
877733,C7,2
877733,C8,1
877733,CBD,6
877733,E1,2
877733,E3,1
877733,NE2,3
877733,NE3,1
877733,W1,1
877923,C4,1
878647,C6,1
884146,C3,1
884146,C7,1
884794,C2,1
884794,C4,2
884794,C5,5
884794,C6,3
884794,CBD,1
885671,C1,1
885671,C5,1
885671,C6,1
885837,C8,1
886054,C1,2
886054,E3,1
886550,NE1,4
886628,CBD,1
886758,C3,1
886758,NE2,1
886863,C5,1
886863,C6,2
886863,CBD,6
886959,C4,1
886959,C6,3
886959,E4,1
886959,NE1,2
886959,W1,2
888403,C4,2
888403,W1,1
888751,CBD,2
889565,C2,1
891513,C8,1
892895,E4,1
893511,C8,1
894281,C5,1
894504,C4,1
895020,E2,1
895117,W1,1
895427,NE3,1
895454,C5,1
895454,CBD,1
895540,C8,1
895540,N1,2
895935,E3,2
896232,C4,2
896232,C6,1
896409,C3,1
896409,C5,1
896409,C8,1
896409,CBD,3
896492,C5,1
896910,C5,2
896910,C6,1
896910,W1,1
896910,W2,1
897415,C8,2
897415,CBD,5
897712,W2,2
898313,CBD,2
898373,C6,1
898388,C2,1
898388,C6,1
898810,C3,1
898842,C1,1
898915,C3,1
898915,CBD,1
899258,C4,1
899296,E2,1
899332,E2,1
900303,C3,1
900443,C7,1
900443,CBD,1
900443,E4,1
902116,E1,1
902116,NE2,1
902825,C2,1
902825,C7,1
902825,CBD,1
905541,C5,1
905541,C6,3
905541,C7,1
905541,C8,1
905541,CBD,5
905541,E1,2
905541,E2,1
905541,E3,1
905675,C5,1
905675,C6,1
905675,CBD,1
906441,C2,1
906441,C5,1
906441,C8,1
906441,E1,1
906509,C1,1
906597,C1,1
906597,C8,1
906726,C8,1
907165,CBD,1
907369,C3,1
907594,E2,1
908448,CBD,1
908448,NE2,3
908495,NE2,1
909813,C5,1
910189,C5,1
912447,NE1,2
912447,NE2,1
913365,W1,1
913608,W2,1
914123,CBD,1
915011,C6,1
915103,NE3,5
915269,C1,1
915269,C5,1
915269,CBD,1
915408,CBD,1
915408,NE3,1
915586,CBD,3
915702,C5,2
916869,C3,1
916869,CBD,2
917434,C6,1
917476,E3,1
917500,C8,1
917500,CBD,2
917601,C6,1
917607,C8,1
917692,CBD,1
917712,C8,1
917712,E1,1
917712,E3,1
917712,E4,1
917979,N1,3
917979,W1,1
917979,W2,1
918163,E1,1
918381,C3,1
918381,E4,2
918381,NE2,1
918441,E4,2
919240,W2,1
919521,C4,2
919521,C6,1
919521,C8,2
919521,CBD,1
920127,C5,1
920227,C5,2
920726,N1,1
920726,NE1,2
921056,C5,1
921056,E3,1
921782,C2,1
921782,C7,1
921782,CBD,3
922444,E1,1
923664,CBD,1
926292,C3,1
926292,E1,1
926292,E2,1
926292,W1,3
926292,W2,1
926740,C3,1
927020,E4,1
928273,CBD,1
928970,C5,1
929138,CBD,1
929138,E4,1
929819,C6,1
929836,E3,1
930158,NE3,3
930381,E1,3
930519,C5,1
930535,C5,1
930664,C7,1
930664,C8,1
931004,C5,2
931004,E2,1
931004,E4,2
931752,C6,1
932956,W2,1
933827,CBD,1
934151,C5,1
934151,W1,1
938977,C2,2
938977,CBD,1
939949,C1,2
939949,C3,4
939949,C5,2
939949,CBD,4
939949,E3,1
939949,NE2,2
939949,W1,1
940120,C1,2
940120,C2,3
940120,C7,1
940120,C8,3
940120,CBD,2
940120,NE3,2
940120,W2,1
940937,C6,1
941117,C1,1
941117,C4,1
941117,C6,4
941117,C8,1
941117,CBD,1
941117,E1,2
941196,C1,2
941196,C5,1
941196,C6,1
941257,C5,1
941257,E1,1
941541,CBD,1
941923,C5,1
942443,C1,7
942443,C2,1
942443,C3,1
942443,C4,1
942443,C5,2
942443,C6,1
942443,C7,21
942443,C8,82
942443,CBD,6
942443,E1,5
942443,E3,11
942443,NE1,1
942443,W1,3
942463,C1,2
942463,C6,1
942463,NE1,2
942463,NE2,1
942463,NE3,1
943238,CBD,1
943418,C6,1
944095,C6,2
944283,NE2,1
944428,C2,6
944428,C8,1
945000,E4,1
945031,NE1,2
945481,E3,1
946037,C2,3
946037,C5,2
946037,C6,2
946037,CBD,2
947139,CBD,1
950344,C4,2
950938,E2,1
951154,C6,1
951387,C1,4
951387,C3,1
951387,C4,1
951387,C5,2
951387,C6,2
951387,C7,5
951387,C8,22
951387,CBD,1
951387,E1,4
951387,E2,1
951387,E3,5
951387,NE2,2
951387,NE3,2
951387,W1,1
951387,W2,1
951470,C8,1
951470,CBD,1
951470,E4,2
951470,NE1,2
951859,N1,1
952812,C4,1
952812,C8,1
952812,CBD,1
952812,NE2,1
952812,W1,1
953178,NE1,2
953602,C4,1
953888,C1,1
953888,C4,1
953888,C8,1
954131,C4,1
954131,W2,1
954220,E4,1
954273,E3,1
954310,C1,1
954690,E3,2
954690,W2,4
954931,C2,1
954931,E2,1
955212,C4,2
955214,C3,1
955214,C4,2
955214,C5,2
955214,NE3,1
956182,C2,1
957756,C5,1
957908,C3,2
960755,C5,1
960755,CBD,2
960755,W1,1
961027,C4,1
961027,C5,2
961847,CBD,1
961881,CBD,1
962204,CBD,1
962255,C5,2
962255,C6,1
962255,C7,1
962255,E3,1
962463,NE1,2
963707,C4,2
963707,C7,1
963707,CBD,2
964158,C8,1
964163,C8,1
964808,C5,1
964808,CBD,3
965301,W2,2
965478,CBD,1
965519,C1,4
965519,C3,2
965519,E2,1
965519,NE1,2
965545,C5,1
966751,C2,2
966751,C3,2
966751,C4,5
966751,C5,3
966751,C6,1
966751,C8,3
966751,CBD,3
966751,E3,1
967505,C8,1
967963,C1,1
967963,C7,3
967963,W2,1
969563,E4,1
972091,NE3,1
972282,CBD,1
972780,C1,1
972780,C4,4
972780,C5,1
972780,E3,1
973054,C1,1
973054,C4,1
973114,CBD,1
973119,C2,1
973874,C7,2
974097,C1,1
974097,N1,1
974097,W1,1
974639,C1,2
974639,CBD,1
974939,CBD,1
974943,C1,1
974943,C5,1
974943,NE3,1
975679,C8,1
975936,C7,2
976144,C1,1
976144,C7,3
976646,C5,1
976646,C7,1
976674,CBD,1
976753,CBD,1
977165,NE3,1
977392,C3,1
977392,W2,2
977806,C5,1
977806,C6,1
977806,C8,10
977806,CBD,2
977806,E1,2
977806,E3,1
977960,C4,2
977960,C8,1
978093,E4,1
978293,C1,1
978293,C2,2
978293,C3,1
978293,C4,1
978293,C5,1
978293,C6,1
978293,C7,1
978293,C8,1
978293,CBD,6
978293,NE1,1
978408,C6,1
978408,CBD,2
981507,C4,2
981507,CBD,1
983351,W1,1
984636,C8,1
985090,C5,4
985090,CBD,4
985090,W3,1
985112,W2,1
985499,C3,1
985499,C4,2
985499,C5,1
986071,N1,1
986189,E4,1
986189,NE1,2
986189,NE3,2
986244,W2,1
986507,C4,1
986615,C5,1
986760,C6,1
986829,C1,1
986829,W3,1
986875,E3,1
986875,E4,1
987716,C4,1
987716,C5,1
987716,C6,1
987716,C7,2
987716,CBD,1
987716,W3,1
988206,C4,1
988445,CBD,1
989664,E1,1
989931,C5,1
990513,C3,1
991873,C6,1
995210,C1,1
995694,NE2,1
996833,C2,1
998859,N1,2
999487,E4,1
999782,W1,1
999782,W2,2
999795,C4,1
1000903,C4,1
1000903,NE2,4
1003173,E2,1
1003173,NE3,1
1003959,NE3,1
1005486,CBD,1
1005905,C4,1
1005905,E4,1
1006280,C6,1
1006280,C8,3
1006389,E1,1
1006997,N1,1
1007323,C5,1
1007760,C5,1
1007932,C2,1
1007963,C5,1
1008301,C6,1
1008933,E1,1
1008933,NE2,2
1009363,C4,1
1009414,C4,3
1009414,C6,1
1009898,C5,1
1009955,C6,4
1009955,C7,4
1009955,C8,2
1009955,CBD,7
1009955,E4,1
1009986,C5,1
1011034,E4,2
1011680,C2,1
1011680,C5,2
1012363,C4,1
1012363,C5,1
1012363,C6,1
1012363,W1,1
1012363,W2,1
1015485,C5,1
1016454,C2,1
1016454,C4,1
1016454,CBD,1
1016454,NE3,1
1016454,W2,1
1017019,C8,1
1017627,C8,1
1017627,CBD,1
1017946,C7,2
1017946,C8,1
1017979,CBD,1
1018471,C8,1
1018471,CBD,1
1018606,C8,2
1018606,CBD,1
1018864,C3,1
1019380,NE1,4
1019560,C1,1
1019560,C4,1
1019560,CBD,3
1019560,N1,7
1019560,NE1,3
1019560,W1,1
1019928,C2,1
1020126,C8,1
1020126,CBD,1
1020701,E2,1
1020743,W1,1
1020778,C5,1
1021060,CBD,1
1021608,E1,1
1022777,E1,1
1022777,E3,1
1022972,C6,2
1022972,E2,1
1023228,C5,1
1023228,C8,1
1023230,C1,4
1023230,C2,5
1023230,C3,5
1023230,C4,8
1023230,C5,3
1023230,C6,5
1023230,C8,1
1023230,CBD,9
1023230,W1,1
1023230,W2,2
1023328,CBD,1
1023346,C3,1
1023395,NE1,2
1023535,C1,1
1024014,C4,2
1024014,C8,8
1024014,NE2,1
1024182,C8,1
1024182,CBD,1
1025199,C5,1
1026756,C5,1
1028281,C5,1
1028297,C2,1
1028297,C6,1
1028297,C8,1
1028297,CBD,5
1028360,C2,5
1028360,C5,1
1028360,C6,2
1028360,CBD,5
1028396,E4,1
1028668,C8,1
1028668,E1,1
1028668,NE1,2
1028668,NE3,1
1029277,C1,1
1029277,C6,1
1029879,NE2,1
1029887,C5,2
1029887,E3,1
1030284,C4,1
1030304,E1,1
1030818,CBD,1
1030818,NE2,1
1030855,CBD,1
1030899,C6,1
1030899,CBD,1
1030899,NE2,1
1030915,CBD,1
1030915,E4,1
1030985,CBD,1
1031111,C2,1
1031521,C1,1
1031590,C4,2
1031694,C1,1
1031694,C3,1
1031694,C4,1
1031694,C6,1
1031694,C8,1
1031694,CBD,1
1031694,E4,2
1031694,NE2,1
1031985,C1,1
1031985,N1,1
1032121,C7,1
1037067,C5,1
1038407,W2,4
1038632,C3,1
1039180,NE1,2
1040555,NE3,1
1040992,W2,2
1041540,CBD,1
1041741,C4,1
1041871,C5,1
1041871,CBD,1
1042474,CBD,1
1042474,W2,1
1042474,W3,1
1042591,C2,1
1043119,W2,1
1043596,C3,1
1043643,C1,2
1043643,C8,1
1043643,E1,2
1043693,C7,1
1044804,C7,1
1044816,C2,1
1044816,C6,1
1044816,CBD,1
1044816,E4,1
1045099,N1,1
1045130,NE1,2
1045239,C7,2
1046068,C7,1
1048097,C4,1
1048097,C5,1
1048097,C6,4
1048097,CBD,2
1048097,E1,1
1048097,E4,1
1048097,W2,1
1048171,E4,1
1051066,C1,2
1051066,C2,2
1051066,C3,1
1051066,C5,2
1051066,C6,2
1051066,C7,1
1051066,C8,7
1051066,CBD,2
1051066,E1,6
1051066,E3,1
1051066,E4,3
1051066,N1,1
1051066,NE1,8
1051066,NE2,6
1051066,NE3,5
1051066,W2,1
1051205,E4,1
1051318,C4,4
1051318,CBD,8
1051318,N1,1
1051318,W1,4
1051318,W2,4
1052019,C6,1
1052864,C8,1
1052871,C4,1
1052871,E3,1
1053130,W1,1
1053229,C3,1
1053229,C6,1
1053229,C8,1
1053719,C1,1
1053901,W1,3
1054037,CBD,1
1054096,E3,1
1054110,C4,1
1054110,W2,1
1054401,C7,1
1055150,C1,1
1055676,C5,3
1055676,CBD,1
1056471,E1,1
1057253,C5,1
1057253,C6,1
1057364,C6,2
1057926,C2,2
1057926,C3,1
1058627,C6,1
1061261,C3,1
1061852,CBD,1
1061852,E2,1
1061852,W1,1
1061854,C2,1
1061854,E3,1
1061862,C4,1
1061862,C5,1
1061862,C7,1
1061862,E4,1
1061862,N1,1
1061868,C4,2
1061868,C5,1
1062717,C8,1
1062717,N1,2
1062717,W1,2
1062910,C7,1
1062910,CBD,1
1063341,N1,1
1063389,E2,1
1063469,C2,1
1063469,C8,1
1063469,E4,1
1063986,C6,1
1064453,W1,1
1064868,E2,1
1064902,E1,2
1064902,E3,1
1065156,C2,8
1065156,C3,1
1065156,C5,2
1065156,C6,5
1065156,C8,3
1065156,CBD,4
1065184,C4,3
1065332,C4,1
1065332,C5,1
1065817,C2,1
1065817,C8,2
1065817,E3,1
1066233,CBD,1
1066422,C2,1
1066422,NE2,4
1066833,E3,1
1066845,NE2,1
1067092,C6,1
1068038,CBD,1
1068356,C6,1
1068799,C3,3
1068799,C5,1
1068799,C8,2
1068799,E3,1
1068799,NE2,3
1069205,C4,2
1072279,C6,1
1072437,C8,1
1072966,NE2,1
1072966,NE3,1
1073130,C5,1
1073714,C8,1
1074015,C4,1
1074015,C7,1
1074015,CBD,2
1074039,E4,1
1074416,C4,1
1074510,NE1,2
1075369,C2,3
1075369,C3,2
1075369,C5,1
1075369,C6,2
1075369,CBD,1
1075369,W2,1
1075503,E1,1
1075719,E3,1
1075843,C5,1
1076056,C5,1
1076293,CBD,1
1077499,CBD,1
1077499,W2,1
1078049,CBD,2
1078049,W1,3
1078049,W2,1
1078255,N1,1
1078599,C2,1
1078599,C6,1
1078599,C8,1
1078846,CBD,1
1078846,NE2,1
1078888,C5,1
1078893,C5,1
1078948,C1,1
1078948,C6,2
1078948,CBD,1
1078948,NE3,4
1079252,C4,1
1079252,CBD,3
1079252,E1,1
1079252,W1,1
1083480,E3,1
1083537,C2,1
1083607,C2,1
1083607,C4,1
1085353,C6,1
1085403,C7,1
1085510,C7,1
1085600,C8,1
1085754,CBD,1
1086909,C8,1
1086909,N1,2
1087220,W2,2
1087277,C4,1
1087277,CBD,1
1087924,CBD,1
1087924,NE2,1
1088618,C4,2
1088715,C8,1
1088715,E3,1
1088715,NE2,1
1089157,C8,1
1089157,NE3,1
1089362,C3,1
1089484,CBD,1
1089680,C5,1
1089680,CBD,1
1090297,C4,2
1090297,C6,1
1090297,E1,1
1090917,C2,1
1091484,E1,1
1092196,C2,1
1092983,CBD,1
1093589,C6,1
1093728,CBD,1
1094023,E2,1
1094249,C5,1
1094755,E3,1
1095215,E1,1
1095369,C5,1
1095821,CBD,2
1095840,C6,1
1095903,C5,1
1095903,C6,4
1095903,C7,1
1095903,C8,1
1095903,CBD,2
1096062,C5,1
1096083,C2,1
1096083,C3,2
1096083,C5,1
1096083,C6,1
1096083,CBD,2
1096083,E3,1
1096083,W2,5
1096449,C1,1
1097935,C1,1
1097935,CBD,1
1097935,NE1,4
1098430,C4,1
1098430,C5,2
1098430,C6,5
1098430,C8,5
1098430,CBD,3
1098430,E3,1
1098639,E3,1
1099497,C1,1
1099625,C1,1
1099625,C2,2
1099625,C3,1
1099625,C5,2
1099625,C6,3
1099625,CBD,4
1099625,W2,1
1101721,C3,1
1102110,E1,2
1104330,C7,1
1104330,NE2,1
1104710,C4,1
1104945,E3,1
1104945,N1,2
1105274,C2,1
1105274,C4,5
1105274,C5,2
1105274,C6,4
1105274,C7,4
1105274,CBD,12
1105274,E3,1
1105274,NE2,7
1105274,W1,1
1105274,W2,1
1105813,C6,1
1105813,C8,1
1105813,CBD,7
1106720,C7,1
1106720,E4,1
1106720,W2,3
1106838,E4,1
1107163,CBD,1
1107237,C8,1
1107237,W2,1
1107342,CBD,1
1107478,W1,1
1107782,W2,2
1107801,C4,1
1107801,C6,1
1108163,C4,1
1108163,C7,1
1108624,C5,1
1109880,E2,1
1113530,N1,1
1113678,C5,1
1113678,NE3,1
1114895,N1,1
1115473,CBD,1
1115892,E4,1
1115892,W2,1
1116191,E1,1
1116221,NE3,1
1116409,C4,1
1116409,C6,1
1116553,CBD,1
1116673,CBD,1
1117416,C5,2
1117416,CBD,1
1117623,E4,2
1118655,C2,1
1119311,C1,2
1119311,C4,1
1119311,C8,1
1119311,NE2,1
1119319,C6,1
1119319,E4,1
1120013,W1,1
1120376,E3,1
1123120,C2,2
1123120,C3,1
1123120,C5,1
1123241,C4,1
1123241,C5,1
1123241,C7,1
1123241,C8,1
1123241,CBD,3
1123241,W1,1
1124095,NE3,1
1124144,C6,1
1124159,CBD,1
1125037,C5,1
1125564,C2,1
1126401,C2,1
1126401,C4,1
1126401,C5,1
1126401,W1,2
1126564,C4,1
1128473,C5,1
1128705,C7,1
1130999,C5,1
1131952,E4,1
1132210,C4,3
1132303,C7,1
1132923,E3,1
1133376,C6,1
1133606,E4,1
1133700,C1,1
1133700,C8,1
1133703,C6,1
1133703,E4,1
1133888,CBD,1
1133888,E4,4
1134210,C5,1
1134494,C5,1
1134882,C8,1
1135395,C6,2
1135395,N1,1
1135607,C1,1
1135607,E3,1
1135714,C8,1
1136627,C6,2
1136627,CBD,5
1137495,CBD,1
1139458,C4,1
1140732,C8,1
1140915,NE1,2
1141668,C5,1
1141668,NE1,2
1141668,NE2,1
1143200,CBD,1
1143868,W2,1
1144137,CBD,1
1144275,C6,1
1144286,C3,1
1144286,C4,1
1144286,C5,1
1144286,CBD,2
1144286,W1,1
1144377,C1,1
1144377,C5,1
1144377,NE2,1
1144939,C5,1
1145803,C5,1
1146269,CBD,1
1147010,E1,1
1147010,E3,1
1147131,CBD,1
1147278,C7,2
1147278,CBD,1
1147551,C2,1
1147551,C6,1
1151827,NE2,1
1151827,NE3,1
1151892,CBD,1
1151942,C6,1
1151942,CBD,1
1152114,C5,1
1152233,E2,1
1152233,E3,1
1152422,C4,1
1152422,W1,1
1152422,W2,2
1153406,NE1,2
1153558,C8,1
1153595,C8,1
1153595,CBD,1
1153698,C1,1
1154134,C4,1
1154134,C7,1
1154134,CBD,2
1154134,E3,1
1154134,W1,1
1154160,C3,1
1154230,C4,1
1154230,CBD,2
1154230,E1,1
1154230,E4,1
1154269,CBD,1
1154269,NE2,1
1154403,NE3,1
1154413,E1,2
1154413,E2,1
1154893,NE1,2
1155076,W3,1
1155097,C8,1
1155097,CBD,2
1155097,E3,2
1155161,C4,1
1155161,C5,1
1155382,CBD,1
1155436,C6,1
1155466,C7,1
1155466,C8,1
1155550,NE2,1
1155940,CBD,1
1156047,C3,1
1156047,C4,1
1156047,C7,2
1156047,C8,1
1156229,NE2,2
1156235,C1,1
1156235,C2,1
1156235,C3,8
1156235,C4,12
1156235,C5,3
1156235,C6,11
1156235,C7,1
1156235,C8,2
1156235,CBD,7
1156235,E1,1
1156235,E2,1
1156235,E4,2
1156235,W2,3
1156341,C5,1
1156556,C1,2
1156556,C8,1
1156556,NE1,4
1157485,C5,1
1157742,C6,1
1157803,C8,2
1157909,CBD,1
1158203,W1,1
1158539,C1,4
1158539,C2,4
1158539,C3,1
1158539,C4,2
1158539,C5,3
1158539,C6,5
1158539,C7,1
1158539,CBD,10
1158539,NE1,2
1158539,NE2,27
1158539,NE3,1
1158539,W1,1
1158539,W2,5
1159079,C8,2
1159208,C3,1
1159208,C4,1
1159208,C8,1
1159993,CBD,1
1162743,C1,1
1162743,NE2,1
1163619,C1,1
1163686,C4,1
1165038,E1,1
1165038,N1,1
1165118,C8,1
1165118,E1,1
1165118,E3,1
1165118,NE1,2
1165118,W2,4
1165118,W3,1
1165351,C8,1
1165490,E2,1
1165822,C1,1
1165822,C3,1
1165822,C5,1
1165822,C6,2
1165822,CBD,1
1165822,E1,1
1165822,E3,3
1165822,E4,2
1165822,NE2,1
1165860,C2,1
1165860,C3,1
1165860,C6,3
1165860,C7,1
1165860,C8,1
1165860,CBD,1
1165860,E1,1
1165860,E4,2
1166018,W1,1
1166235,C5,1
1166744,E4,1
1167148,C8,1
1167238,C4,1
1167238,C5,2
1167495,C7,1
1167495,CBD,1
1167495,NE2,1
1167803,C5,1
1167803,NE1,2
1168159,C1,1
1168159,C4,3
1168159,C6,1
1168159,C8,1
1168159,CBD,1
1168159,W1,1
1168320,C1,2
1168320,C3,2
1168320,C5,2
1168320,C8,1
1168320,CBD,4
1168325,C1,1
1168325,C2,1
1168325,NE3,6
1168696,E4,1
1168781,CBD,1
1169016,C2,1
1169585,E2,1
1169739,W1,1
1169879,C5,2
1169879,C6,1
1169879,NE1,2
1169879,NE3,1
1171546,C6,1
1173764,NE2,3
1174365,E2,1
1174570,CBD,1
1175132,C6,1
1175222,C5,1
1175222,E4,1
1175977,C5,1
1176734,C4,2
1176734,CBD,1
1176734,E3,1
1176734,NE1,2
1176734,W2,10
1177006,CBD,1
1177006,NE3,1
1177333,NE1,2
1177378,C1,1
1177378,C4,1
1177378,C5,1
1177534,C4,5
1177534,C8,1
1177534,E3,1
1177534,W1,1
1177588,CBD,2
1177648,C2,1
1177648,C5,1
1177692,NE2,1
1177788,C6,1
1177805,C1,1
1177937,C8,1
1177937,E1,2
1177937,E3,1
1177937,NE3,1
1177939,C4,2
1177939,C5,1
1177939,C6,1
1177939,C8,5
1177939,CBD,2
1178119,C6,1
1178361,C5,1
1178397,C6,1
1178424,CBD,1
1178463,C6,1
1178471,C7,3
1178471,C8,1
1178471,E4,1
1178750,C6,1
1178750,C8,1
1178798,C4,1
1179087,NE2,1
1179240,C3,1
1179240,W2,1
1179380,CBD,1
1179565,C4,1
1179565,C5,3
1179565,C6,1
1179565,C8,2
1179565,CBD,2
1179596,C4,1
1179596,W1,1
1180013,C8,3
1180013,CBD,1
1180013,W2,1
1182339,CBD,1
1184062,C6,1
1184275,C6,1
1184275,CBD,1
1184302,C2,1
1184729,C5,1
1185611,E4,1
1185611,NE2,3
1186099,W2,3
1186827,E4,1
1187105,CBD,1
1187176,C7,1
1187295,CBD,1
1187492,NE3,1
1187648,C1,1
1187648,C5,1
1187648,C7,1
1187648,C8,1
1187648,CBD,1
1187745,E2,1
1188261,C7,1
1188261,CBD,1
1188557,C1,1
1188557,E4,1
1188805,CBD,1
1189623,C5,1
1189998,C4,1
1191119,NE2,1
1191526,C5,1
1191698,C5,1
1191842,C5,1
1192173,C5,1
1192181,C5,1
1192538,C5,1
1194133,C1,2
1194133,C5,5
1194133,C6,5
1194133,C7,4
1194133,C8,1
1194133,CBD,8
1194133,E3,1
1194133,W1,1
1194133,W2,1
1196318,E4,1
1196487,C2,1
1196487,C4,1
1196487,C6,1
1196487,C7,2
1196487,C8,1
1196854,C3,1
1196854,C4,1
1196912,C3,1
1196912,C6,1
1197177,C1,1
1197177,C5,1
1197318,C4,1
1197318,C5,1
1197564,C4,1
1197564,C6,1
1197564,C8,3
1197564,CBD,1
1197775,N1,1
1198425,CBD,2
1198862,N1,1
1199126,C5,1
1199126,C6,3
1199126,CBD,2
1199998,C1,1
1199998,W2,1
1200029,C5,1
1200343,C8,1
1200343,W2,1
1200676,W2,1
1202833,C7,1
1203114,CBD,2
1205722,C4,2
1205722,C5,1
1205722,CBD,1
1205752,C8,1
1206189,C2,1
1207575,CBD,1
1207604,C6,2
1207604,CBD,2
1207635,C5,3
1207635,C6,1
1207635,CBD,4
1207840,C2,1
1207840,C5,1
1207840,C6,4
1207840,CBD,6
1208355,C6,2
1208618,C2,1
1208618,C4,1
1208618,C5,1
1208618,E2,1
1209097,NE2,1
1209112,C7,1
1209518,C5,1
1209518,CBD,1
1209667,C5,1
1209667,C6,1
1211271,C4,1
1211520,C8,1
1211520,E1,1
1211547,C2,2
1211547,C3,2
1211589,CBD,2
1211589,NE2,2
1211732,C5,1
1212296,CBD,1
1213388,C7,1
1214436,C6,1
1214436,CBD,2
1214714,E3,1
1214714,N1,1
1214714,NE1,2
1215826,C5,1
1219056,C6,1
1219056,CBD,1
1219773,C3,1
1219917,CBD,1
1220153,C5,1
1220153,E1,1
1220153,E2,1
1220599,NE3,1
1220990,C1,2
1220990,C2,1
1220990,C5,1
1220990,E3,2
1221126,C2,1
1221126,C6,1
1221145,C6,1
1221282,C4,6
1221282,C6,8
1221282,C8,1
1221282,CBD,8
1221282,E4,1
1221715,C5,1
1221715,C6,1
1222769,C1,2
1222769,C3,1
1222769,C4,2
1222769,C7,1
1222769,C8,5
1222769,N1,3
1222769,NE1,2
1222769,NE2,2
1222769,NE3,22
1222769,W1,6
1222769,W2,3
1223103,C2,1
1223103,C3,1
1223103,C4,1
1223103,C6,1
1223103,C8,1
1223103,CBD,1
1223470,C3,1
1223470,C4,1
1223470,C5,2
1223470,C6,2
1223470,C7,1
1223470,C8,1
1223587,C1,1
1223587,C2,1
1223587,C5,2
1223587,C6,3
1223587,C8,1
1223587,CBD,2
1223587,NE3,3
1224061,E1,2
1224519,C8,1
1224548,C5,4
1224548,CBD,1
1224722,C4,3
1224722,C5,1
1224722,CBD,1
1224722,E1,2
1224722,E3,1
1224722,E4,2
1224722,W1,2
1224722,W2,1
1224843,C7,1
1225030,CBD,2
1225540,NE2,1
1225736,C2,1
1226293,C8,1
