uid,Label,total_count
5937870,C5,1
5937870,C7,1
5937870,CBD,5
5937927,CBD,2
5938017,C8,1
5938017,E1,1
5938402,C1,1
5938402,NE2,1
5938402,NE3,1
5938485,W2,1
5939056,E4,1
5939340,NE2,1
5940271,C8,1
5940791,C2,1
5941054,C1,1
5941054,C2,1
5941054,NE1,4
5941090,C7,1
5941634,C2,1
5942027,N1,1
5942079,C3,1
5942079,C4,2
5942079,C5,1
5942079,C6,1
5942830,C4,1
5942882,C5,1
5942882,C8,1
5943122,C7,1
5944316,C4,1
5945410,C2,1
5945410,C3,2
5945410,C6,2
5945410,CBD,2
5945897,C8,1
5946879,NE1,2
5950215,C8,1
5950215,CBD,1
5950911,C6,1
5951332,C1,1
5951332,NE2,1
5951933,E1,1
5953140,C5,1
5953680,C2,1
5953680,NE1,4
5953828,C1,1
5953828,E1,1
5954596,NE1,2
5954603,CBD,1
5954678,C5,1
5955065,N1,1
5955354,W1,1
5957096,C1,5
5957096,C2,3
5957096,C3,2
5957096,C4,4
5957096,C6,4
5957096,C7,4
5957096,C8,3
5957096,E4,4
5957096,NE1,2
5957096,W1,3
5957387,C5,1
5957387,C6,1
5957387,C7,1
5957387,C8,6
5957387,CBD,11
5957387,E2,2
5957387,NE3,1
5957566,C1,1
5957566,W1,1
5959084,C1,1
5959084,C8,1
5959084,CBD,1
5959261,NE3,1
5959387,C6,1
5960438,E3,1
5960828,E1,1
5960828,E3,2
5961065,C3,1
5961717,NE2,1
5962204,CBD,1
5962486,NE3,1
5962626,W2,1
5963266,CBD,1
5964073,E1,1
5964073,NE3,3
5964273,E4,1
5964346,E1,1
5965248,W1,2
5965793,W1,1
5965950,E1,1
5965992,C6,1
5966039,C4,1
5966039,NE3,1
5967227,N1,1
5967970,C4,1
5967970,C5,2
5967970,C6,1
5968158,CBD,1
5968828,C8,1
5968828,CBD,1
5969233,E1,1
5969572,W1,1
5970192,E3,1
5970780,C7,1
5970780,NE3,1
5971811,C5,2
5971811,C7,1
5971954,CBD,1
5971954,N1,4
5971954,NE3,1
5972295,E4,1
5972954,C4,1
5973675,C1,1
5978666,CBD,2
5978968,C5,1
5978968,W3,1
5979409,C1,1
5979710,C8,1
5981865,C3,1
5981865,C7,1
5981865,W1,1
5982267,CBD,2
5982516,NE1,2
5982516,NE2,2
5983549,C8,1
5984060,C4,1
5984095,C2,1
5984597,C1,1
5984597,C2,1
5984597,C5,3
5984597,C6,1
5984597,CBD,4
5984597,E4,6
5984597,W2,1
5984694,E4,1
5984869,C2,1
5984869,C4,1
5984915,E2,1
5985862,NE2,1
5985968,C3,2
5986056,E4,2
5986156,C2,1
5986156,W3,1
5986644,CBD,1
5987477,C1,1
5988806,CBD,3
5989106,E3,1
5989106,E4,1
5989614,C5,1
5990136,E2,1
5990136,N1,1
5990271,C4,1
5990517,C4,2
5990517,C8,1
5990523,C1,1
5990595,C3,1
5991321,NE1,2
5991357,NE1,2
5991441,C3,1
5991612,C4,2
5992114,CBD,1
5992373,N1,1
5992937,C6,2
5993218,C8,1
5993218,E3,1
5993218,NE2,1
5993544,E4,1
5993817,N1,1
5994697,C1,1
5994960,NE3,1
5995212,C3,1
5995274,C7,1
5996431,W1,4
5996888,NE2,1
5997053,N1,1
5997826,C4,1
5997826,C6,1
5997954,E1,1
5999927,C1,1
6001101,W2,1
6001615,CBD,1
6001615,NE1,4
6001623,C2,1
6002111,C2,1
6005384,E3,1
6005687,E4,1
6007907,C4,1
6008155,E2,1
6008700,C8,1
6008730,C7,1
6008730,NE1,2
6008730,W1,1
6009072,E4,1
6009123,C3,2
6009338,C2,1
6009512,NE2,1
6009619,E4,1
6010245,C2,1
6010245,C3,1
6010245,CBD,1
6011020,C2,1
6011384,C5,1
6011384,NE3,1
6011453,C1,2
6011468,C4,1
6011622,NE2,1
6012999,W1,1
6013340,C4,1
6013698,C8,1
6013698,NE3,1
6014025,CBD,1
6014650,W2,1
6014999,CBD,1
6015240,W2,1
6015264,W2,1
6015945,C1,1
6016070,CBD,1
6017174,W1,1
6017189,C5,1
6017189,CBD,1
6017609,W1,1
6018496,C5,1
6019129,C7,1
6019178,E3,1
6019178,E4,1
6019561,E4,1
6020023,N1,1
6020569,C2,1
6020569,C3,1
6020569,C4,3
6020569,C5,2
6020569,C6,2
6020569,C7,1
6020569,C8,3
6020569,CBD,4
6020569,W1,2
6020569,W2,3
6020804,C8,1
6021404,E4,1
6021621,C2,1
6023630,W3,1
6023884,NE1,2
6024112,W2,1
6024844,W2,1
6024988,E4,1
6025156,CBD,1
6025290,E1,1
6025393,C1,7
6025393,C2,4
6025393,C5,1
6025393,E1,2
6025393,N1,2
6025393,NE1,10
6025393,NE2,5
6025393,W2,1
6025500,C2,1
6027495,E4,1
6028500,CBD,1
6028575,C2,1
6028590,NE3,1
6029136,E4,1
6029214,C1,1
6029300,E1,1
6029384,C4,1
6030498,C1,2
6030498,C6,2
6030498,C7,1
6030498,CBD,2
6036961,NE1,2
6036972,C3,1
6036972,C8,1
6036972,CBD,1
6036972,E3,1
6036993,C6,3
6036993,C7,4
6036993,CBD,2
6037465,NE3,1
6037635,NE2,1
6038275,C5,1
6039451,E3,1
6039451,NE2,1
6039474,C4,1
6040107,C1,1
6040107,C8,1
6040914,W1,3
6041049,E1,1
6041049,E2,1
6041049,E3,1
6041709,W1,4
6042666,C6,2
6042808,C7,1
6043824,CBD,1
6044370,C1,1
6045057,E3,1
6045057,NE2,1
6045120,C8,1
6045124,W3,1
6045729,C5,1
6045754,C3,1
6047285,NE3,2
6048430,NE1,2
6048430,NE3,3
6048758,E4,1
6049312,C5,1
6049312,C6,1
6049312,CBD,6
6049312,NE3,1
6049507,C2,2
6049891,C2,1
6049891,E3,1
6049891,E4,1
6049912,C6,1
6049983,CBD,1
6050100,C6,1
6050100,E4,1
6050115,C2,1
6050684,W1,1
6051012,N1,1
6051062,C1,1
6051062,C5,1
6051062,C7,1
6051062,CBD,2
6051062,E1,1
6051062,NE2,1
6051062,NE3,1
6051062,W2,1
6051267,NE1,2
6051581,E2,2
6051581,E4,2
6051581,NE2,1
6051744,CBD,1
6052642,CBD,1
6052972,C4,1
6052972,CBD,2
6053422,E3,1
6054755,C6,1
6054816,CBD,2
6054896,CBD,1
6054946,C5,2
6054946,E1,1
6055847,C8,1
6056061,CBD,1
6056126,C6,1
6056786,C4,1
6056786,W2,1
6057930,NE3,1
6059648,E4,1
6059648,NE3,1
6060617,CBD,1
6061397,C1,1
6061397,C4,1
6061397,CBD,3
6061397,NE1,2
6061397,NE3,1
6061919,NE3,1
6065167,C7,1
6065167,CBD,1
6066071,C3,2
6066071,C5,2
6066071,CBD,2
6067375,C6,1
6068003,NE2,1
6068809,E2,1
6069032,C7,1
6069185,C4,1
6069185,W1,1
6070114,N1,1
6070357,C7,1
6070357,N1,1
6070384,N1,1
6073135,C1,1
6073442,CBD,1
6073638,NE3,2
6074185,C8,3
6074865,NE3,1
6075522,W1,1
6075956,CBD,1
6075956,E4,3
6075956,NE3,1
6076634,W2,1
6077068,E1,1
6077130,C1,1
6077524,E2,1
6078319,C2,1
6078480,N1,1
6078527,NE1,2
6079732,W2,1
6080138,CBD,1
6080636,C1,1
6080947,C2,1
6081380,N1,1
6081523,W1,1
6082964,C5,1
6082994,C1,1
6083439,C8,3
6083439,E1,5
6083439,E3,1
6083439,N1,1
6083439,NE2,1
6083448,E2,1
6083723,W2,1
6084193,C8,1
6085279,C5,1
6085279,C6,2
6085279,C8,1
6085279,CBD,3
6085610,C4,1
6085838,C5,1
6088021,N1,1
6088889,NE1,1
6090175,N1,1
6092292,C5,5
6092292,CBD,1
6094522,C4,1
6094522,CBD,1
6094612,NE1,8
6096269,NE3,1
6097113,C2,1
6097194,E4,3
6097668,C6,1
6100004,W1,1
6100627,W1,1
6102351,C2,1
6102638,E3,1
6104383,C1,1
6104438,NE2,1
6104658,NE3,1
6104705,E1,1
6107084,C5,2
6107199,E4,1
6107199,W2,1
6107864,CBD,1
6108201,C4,2
6108801,C1,1
6108966,C1,1
6108966,NE2,1
6109098,E4,1
6109441,C5,1
6109846,C7,1
6110154,C1,1
6110383,N1,1
6110491,E4,1
6110943,W2,1
6111242,C6,1
6111242,C8,1
6111576,W1,3
6113759,NE1,2
6118065,W2,1
6119416,C1,1
6119416,E3,1
6119461,E1,1
6121283,CBD,1
6122355,C5,3
6122794,W1,1
6123224,C5,1
6123500,C5,1
6123600,E4,1
6124070,NE2,1
6124277,N1,1
6124841,C8,1
6124897,C1,2
6124897,C7,1
6124897,C8,2
6125092,E1,2
6125142,W2,1
6125545,W3,1
6125623,W2,1
6127149,C8,1
6127654,C5,1
6127880,NE1,2
6128053,C2,1
6129051,E2,1
6129051,W2,1
6129246,C1,1
6129246,C7,1
6129246,NE1,2
6129246,NE2,2
6129755,C1,1
6129755,C7,1
6129755,E1,1
6129755,NE3,1
6130080,W2,1
6130229,N1,1
6130471,E1,1
6131420,C8,1
6131483,CBD,1
6131663,N1,1
6131817,C1,1
6131947,C1,11
6131947,C3,1
6131947,C5,5
6131947,C6,1
6131947,E1,1
6131947,N1,1
6132171,N1,1
6132174,C8,1
6133155,NE1,2
6133571,C4,1
6133590,C1,2
6134047,CBD,1
6134747,E1,1
6134762,C5,1
6134882,C7,1
6134989,E4,1
6134989,W2,1
6135458,C8,2
6136263,C3,1
6136843,E2,2
6137066,W2,1
6137526,C3,1
6138606,CBD,1
6139219,C6,1
6139219,W1,1
6139475,C6,1
6141056,E3,1
6145181,C3,1
6145949,C8,3
6146872,C2,1
6146872,C3,1
6147869,CBD,1
6148288,E1,1
6150148,C6,1
6150148,CBD,1
6150148,E4,1
6150312,C2,1
6150312,C6,1
6150312,C8,1
6150312,E4,1
6150788,C6,1
6150788,C8,1
6150821,C5,1
6150821,E3,1
6151304,NE1,1
6151854,CBD,1
6152251,C8,1
6152619,E3,2
6153201,E4,1
6153201,NE3,1
6154019,C2,1
6154019,C4,1
6154757,C6,1
6158459,E4,1
6158587,W2,1
6158829,C2,1
6158968,NE3,1
6159430,C3,1
6159430,C8,1
6159812,C8,2
6159970,CBD,2
6160527,C1,2
6160527,CBD,1
6161361,NE2,1
6161567,C4,1
6161824,E1,1
6162208,W3,1
6162273,W1,1
6162690,NE3,1
6162729,C3,1
6162760,C7,1
6162824,W2,1
6163646,NE2,1
6164328,N1,1
6164892,NE1,4
6164959,CBD,1
6166015,NE1,2
6166015,NE2,2
6166488,CBD,1
6171916,C6,1
6171916,N1,2
6172436,C6,1
6172436,CBD,1
6174885,NE2,1
6175090,E1,1
6175100,C2,1
6175100,W2,1
6175627,E3,1
6175853,C7,1
6176137,NE3,1
6176946,C5,2
6176946,E4,1
6178373,C4,1
6178373,C5,1
6178566,N1,2
6178594,C6,2
6180562,NE2,1
6182878,C5,1
6183137,W2,1
6184331,E4,1
6184331,NE2,1
6185123,C5,1
6185691,NE2,1
6185845,C2,1
6185845,C5,1
6185859,NE2,1
6185982,C6,1
6186849,CBD,1
6187135,C2,1
6187250,C1,1
6187288,CBD,1
6188895,C7,1
6189132,C1,5
6189132,C8,1
6190149,C4,2
6190197,W2,1
6190213,C5,1
6190747,C4,1
6191230,C8,1
6192196,E2,1
6192261,W2,1
6194063,NE2,1
6200498,C8,1
6203285,C2,1
6203285,N1,2
6203812,E3,1
6204011,C5,1
6205785,NE2,1
6207323,NE1,2
6207920,C1,1
6207920,C2,4
6207920,C5,3
6207920,CBD,2
6207920,E1,1
6207920,E3,1
6207920,E4,1
6207920,N1,2
6207920,NE1,2
6207920,NE2,2
6207920,W2,1
6209071,C4,1
6209375,N1,1
6209522,C5,1
6210999,C2,1
6210999,W2,1
6211051,C7,1
6211567,C8,1
6212086,C6,1
6212404,NE3,1
6212699,NE1,1
6213050,E4,2
6213195,E4,1
6213271,C2,1
6213297,N1,1
6213854,NE1,2
6214029,NE2,2
6214672,W2,1
6214699,C6,1
6214784,E4,1
6215090,C4,1
6215090,C5,1
6215090,W1,4
6215288,E3,1
6215625,C5,1
6215761,NE1,1
6215761,W2,1
6217018,W2,1
6217039,C5,1
6217708,CBD,1
6217830,C1,1
6218031,NE3,1
6218205,C5,2
6219287,E4,1
6219291,CBD,1
6219790,C5,1
6219790,E3,1
6220042,C8,1
6220201,E1,2
6220201,E3,2
6220853,E4,1
6220877,C5,1
6220877,C6,1
6220877,C8,1
6220877,W1,2
6220877,W2,3
6222799,C2,1
6228238,C8,1
6228837,W1,1
6230637,CBD,2
6232287,E4,1
6232287,NE2,1
6232378,W1,3
6232440,W2,1
6232694,W1,1
6232694,W2,2
6232823,C7,1
6234039,W1,1
6235610,C7,1
6235610,C8,1
6236513,C5,1
6236845,W2,1
6237088,W2,2
6237632,C1,2
6237632,NE1,4
6237870,N1,1
6238113,E1,1
6238918,E4,2
6239547,W1,1
6240813,C2,1
6240818,C6,1
6240818,E1,1
6242246,E2,3
6242917,CBD,1
6242917,W2,1
6244495,C6,1
6244805,C5,1
6245060,E4,1
6245955,C5,1
6246051,C3,1
6246051,C4,1
6246551,NE1,2
6247415,NE2,1
6248901,NE3,2
6250533,E2,1
6250778,E4,1
6251113,C7,1
6251423,C4,1
6251423,NE3,1
6253040,C7,1
6253040,C8,6
6253040,E3,2
6253040,NE1,4
6253040,W1,2
6253088,C3,1
6260276,CBD,1
6260900,C2,1
6261138,C2,1
6261138,CBD,1
6262640,C3,1
6262640,CBD,1
6263147,C7,1
6263147,NE2,1
6263147,NE3,1
6264091,C4,1
6264091,CBD,1
6264128,E1,1
6266842,N1,1
6266886,CBD,3
6267069,NE3,1
6267266,NE2,1
6269662,C3,1
6270142,C5,1
6270142,W2,1
6270654,E4,1
6270849,C8,1
6270849,E1,2
6271773,C7,1
6271804,C5,1
6271804,C8,1
6271819,NE3,1
6271854,W2,1
6273502,NE1,2
6273802,CBD,2
6273802,NE2,1
6274129,NE3,1
6274712,E2,1
6274712,W1,1
6274762,C2,1
6274925,C2,1
6274950,E4,1
6275608,NE3,1
6277053,C4,3
6280088,NE2,1
6281761,C5,1
6287500,C5,1
6287610,C3,1
6287610,C6,2
6287749,NE2,1
6288411,NE3,1
6289066,C1,1
6289066,C5,1
6289563,CBD,1
6290049,E4,1
6290136,E2,3
6290136,W1,3
6290280,CBD,1
6290990,E4,1
6293008,CBD,1
6294214,NE2,1
6294716,W1,1
6295221,C2,1
6295760,NE3,1
6296382,C2,1
6296730,C3,1
6296730,C7,1
6297647,E4,2
6299066,C4,2
6299066,C5,1
6299066,CBD,2
6299066,W1,1
6299707,C8,1
6299707,CBD,1
6299908,C7,1
6301846,E3,3
6301854,C5,1
6302539,E1,1
6302874,E1,1
6304148,N1,1
6305194,C5,1
6305894,C4,1
6305894,CBD,1
6305894,E2,1
6306173,E1,1
6306173,E3,1
6306884,C1,16
6306884,C2,19
6306884,C3,51
6306884,C4,27
6306884,C5,5
6306884,C6,3
6306884,C7,2
6306884,C8,29
6306884,CBD,30
6306884,E1,5
6306884,E2,13
6306884,E3,4
6306884,E4,6
6306884,N1,5
6306884,NE1,4
6306884,NE2,2
6306884,NE3,21
6306884,W1,18
6306884,W2,22
6306884,W3,1
6308795,N1,2
6309467,C2,1
6309822,E3,1
6309987,W1,1
6310129,NE3,1
6316218,C3,1
6321773,CBD,1
6323416,C8,1
6323969,C7,1
6323969,E4,1
6323969,NE2,2
6326012,W3,1
6326718,C8,1
6326865,W2,2
6326871,N1,1
6327475,W2,1
6327990,C1,1
6329204,W1,1
6329207,E4,1
6329568,C2,1
6329699,C1,1
6329905,C4,1
6330495,NE2,1
6331230,W3,1
6332120,E3,1
6332120,W3,1
6332540,N1,2
6333380,NE3,2
6334169,C7,1
6334169,CBD,1
6334213,C7,1
6334404,C7,1
6334691,W1,1
6338175,NE3,1
6339041,CBD,1
6344793,E1,1
6345118,C2,1
6345531,C4,3
6346082,C4,1
6346598,CBD,1
6346762,C3,1
6347600,NE3,1
6348267,C6,1
6348267,NE3,1
6349661,C1,2
6349661,C3,4
6349661,C6,1
6349908,C3,1
6349908,N1,2
6349908,W2,2
6350049,C3,1
6350049,W2,1
6350531,NE1,2
6350697,C4,1
6350697,C8,1
6350697,CBD,1
6352139,N1,1
6352247,W2,1
6352607,NE3,1
6354102,C1,1
6354102,C2,1
6354102,C3,1
6354102,C5,2
6354102,C6,3
6354102,CBD,11
6354102,E2,1
6354102,W2,1
6354867,E4,1
6354949,NE2,1
6355336,E3,1
6356205,C5,1
6356520,C3,1
6356931,N1,1
6356931,W2,1
6357025,NE3,1
6357378,W2,1
6357541,NE1,2
6357921,C5,2
6358533,C4,3
6358533,E2,1
6359292,C8,1
6360504,C6,1
6360504,CBD,1
6361318,C1,4
6361318,C8,1
6361372,C5,1
6363916,CBD,1
6364045,E4,1
6368297,E4,1
6369845,C6,1
6372733,NE1,2
6373092,C2,1
6373092,C5,1
6373092,C6,2
6374403,W2,1
6375806,C2,1
6376216,NE1,2
6376512,N1,1
6377606,W2,1
6378992,C8,1
6379015,W1,1
6380155,C4,1
6380685,E1,1
6380932,C4,2
6381071,E3,1
6381969,W1,1
6382771,C4,1
6382771,CBD,1
6382771,NE1,2
6382804,E1,2
6382811,CBD,1
6383812,E1,1
6384190,C4,2
6384190,N1,1
6384259,E3,1
6385209,C3,1
6385209,E1,1
6385847,W1,1
6386608,N1,1
6386691,C4,1
6386691,C8,1
6386691,CBD,2
6386831,W2,1
6386977,NE2,1
6387108,CBD,1
6387843,C8,1
6387966,N1,1
6388058,E4,3
6389368,W2,1
6390174,C4,1
6390174,C5,1
6390174,CBD,1
6390174,E3,1
6390229,C2,1
6391580,C6,1
6391653,CBD,1
6398654,C2,1
6399223,CBD,1
6399472,E4,1
6400047,CBD,1
6400278,C2,4
6400278,C4,1
6400278,C7,1
6400278,CBD,2
6400278,NE2,1
6400596,CBD,1
6400689,NE2,1
6402380,E1,1
6403009,C6,1
6403009,W2,5
6403458,W1,1
6403458,W2,2
6403943,CBD,1
6405397,C3,3
6405397,C4,1
6405397,C6,1
6405397,CBD,4
6405878,N1,1
6405953,C4,1
6406252,C4,1
6407394,CBD,1
6407442,W1,1
6407604,E2,1
6407890,N1,1
6407943,W1,1
6407943,W2,1
6408443,C5,1
6408768,W2,1
6408776,NE3,1
6409125,NE2,1
6409293,C8,1
6410579,NE1,2
6411781,W2,1
6411907,NE3,1
6414021,CBD,1
6414128,N1,1
6414128,NE3,1
6414128,W2,3
6414745,C6,1
6414745,CBD,1
6414929,C2,4
6414929,W2,1
6415279,C7,1
6415279,E1,1
6415279,E3,1
6415770,C7,1
6416034,NE3,1
6417310,NE2,2
6417931,W2,1
6420501,C2,1
6420892,C5,1
6420892,C6,1
6423561,C7,1
6426056,CBD,1
6426571,C8,2
6429389,E1,1
6430338,CBD,1
6430338,E3,1
6430927,C8,1
6430927,NE1,4
6430938,C8,1
6431246,C7,1
6431286,C3,1
6431782,N1,1
6432301,C8,2
6432301,E4,1
6432830,C1,1
6432830,C3,1
6432830,C5,2
6432830,CBD,1
6432830,NE2,1
6432953,C8,1
6433476,C6,1
6433601,C1,1
6434046,C6,1
6434046,NE2,1
6434301,C4,1
6434637,CBD,1
6434637,E4,1
6435075,C6,1
6435075,CBD,1
6435092,C1,3
6435092,C8,1
6435092,E4,3
6436571,E4,1
6437276,C5,1
6437315,E4,1
6438214,C8,1
6438214,W1,1
6438214,W2,1
6438382,E4,1
6438449,E1,1
6438852,C6,1
6439046,C4,1
6439376,N1,1
6439888,CBD,1
6439968,C5,1
6439968,E2,1
6440290,C1,1
6440290,CBD,1
6440467,W1,1
6440467,W2,1
6440479,C5,1
6440479,NE2,1
6440532,E4,1
6440556,W2,1
6440723,C3,1
6440723,W2,1
6441150,C5,1
6441905,NE1,4
6441905,NE3,1
6442119,C6,1
6442119,C8,1
6442185,E4,1
6442194,CBD,1
6442524,C3,1
6443163,CBD,1
6443301,CBD,1
6443473,C2,1
6443818,C8,2
6443874,NE3,1
6444342,C6,1
6444375,CBD,1
6444375,W1,4
6444375,W2,1
6444384,C4,1
6444384,C8,1
6444384,W1,2
6444469,C2,1
6444469,C3,1
6444640,C4,1
6444640,W2,1
6445123,E4,1
6445150,C8,1
6445272,NE1,2
6445422,W2,1
6446379,C6,1
6446379,N1,1
6446704,C5,1
6447457,C1,1
6447605,C8,1
6447663,W2,1
6448273,C8,1
6448273,N1,1
6448734,C5,1
6449792,E1,1
6450768,C3,3
6450768,C4,3
6450768,C5,4
6450768,C6,3
6450768,C7,1
6450768,CBD,4
6450768,E3,1
6450782,C8,1
6450898,C8,2
6450898,N1,2
6450898,W3,1
6459521,W2,1
6460139,C5,1
6460139,CBD,1
6460139,E3,1
6460139,W1,1
6460192,C5,1
6460222,W2,1
6460268,C8,1
6461536,C6,1
6461536,CBD,1
6462133,C8,1
6462852,E4,2
6463344,C5,1
6463344,C6,2
6463344,CBD,2
6463700,E1,1
6464443,C3,1
6464829,C8,1
6465010,W2,2
6465085,C3,1
6465497,C1,1
6465504,C1,1
6465504,C3,2
6465504,C5,1
6465504,C6,1
6465504,CBD,2
6465504,W1,1
6466007,W3,1
6466309,E2,1
6466385,NE2,1
6466984,C5,1
6467222,C8,1
6467222,W1,1
6467810,NE3,2
6468269,C1,1
6468269,C6,1
6468269,C8,3
6468269,E2,3
6468269,E4,2
6468790,NE3,1
6468915,C5,1
6469787,C4,1
6469804,CBD,2
6470367,C3,1
6471569,C1,6
6471569,C6,1
6472059,C8,1
6472218,E1,2
6472466,C1,1
6472653,N1,1
6472816,NE1,1
6473087,E1,2
6473401,CBD,1
6473628,CBD,1
6475266,C3,2
6479979,C5,1
6480196,C2,1
6480196,C6,1
6480196,C7,3
6482510,C7,1
6482510,E3,1
6482510,W3,1
6484919,N1,1
6485178,E4,2
6485293,C7,1
6485631,C8,1
6485631,E1,3
6485631,W2,1
6486539,E1,1
6486539,E4,1
6487083,C8,1
6488181,C1,1
6488181,C4,4
6488181,NE3,1
6489599,E3,2
6490630,C6,1
6490698,C8,1
6490698,N1,1
6490972,E3,1
6492639,E1,1
6492854,W2,1
6493528,N1,1
6493528,W1,1
6495184,NE2,1
6496134,N1,1
6496940,W2,2
6498436,C6,1
6498436,CBD,1
6498436,NE1,2
6498591,C6,1
6500245,NE3,1
6501059,E4,1
6501633,C4,6
6501633,C5,1
6501633,C6,4
6501633,C7,1
6501633,C8,5
6501633,CBD,10
6501633,E3,1
6501633,W1,1
6501633,W2,1
6501633,W3,1
6501846,E3,1
6505785,C7,2
6505785,C8,1
6506628,N1,1
6506926,C7,1
6506989,E1,1
6506989,E3,1
6507491,N1,1
6509054,C3,1
6509054,C8,1
6509054,CBD,1
6509054,E3,1
6510196,C5,1
6510196,C7,1
6510196,CBD,2
6510929,C7,1
6512159,C8,1
6512889,C1,1
6513184,W1,1
6513223,C4,1
6513223,E4,1
6513428,W1,1
6513526,C4,1
6514869,CBD,1
6514903,W1,1
6514993,W2,1
6515603,C4,1
6515766,C8,1
6516194,E4,1
6516300,C2,1
6517182,C6,1
6517451,C5,1
6517478,C7,1
6517478,NE2,1
6517753,E1,1
6517753,NE2,1
6518965,C5,1
6520387,C3,1
6521869,C5,1
6522363,W2,1
6523136,E2,1
6523136,E4,1
6523519,C5,1
6525047,W2,1
6525306,C3,1
6525306,C7,1
6525773,NE2,1
6526333,C5,1
6526830,NE3,3
6527120,NE2,1
6527916,NE1,2
6528471,NE1,2
6528477,C1,1
6533276,E4,2
6535731,C2,1
6536470,W1,1
6537038,C4,2
6537038,NE2,1
6537121,C6,1
6538090,CBD,3
6538477,C2,1
6538567,N1,1
6539267,C3,1
6539267,E1,1
6539699,W2,1
6539795,C4,1
6541375,C1,1
6542205,C6,1
6542205,E3,2
6542681,C4,1
6542923,C4,1
6543025,CBD,1
6543613,E4,1
6543634,CBD,1
6543719,NE3,1
6543839,C5,1
6543839,C8,1
6543839,E1,2
6543839,E4,1
6543839,NE1,4
6544278,W2,1
6544693,C4,1
6544693,CBD,1
6545066,W2,1
6545489,C5,1
6545968,C7,1
6546343,CBD,1
6547101,C4,1
6547436,C4,1
6547436,CBD,1
6547436,N1,1
6548019,C4,1
6548144,C5,1
6548144,CBD,2
6548503,C3,1
6549860,C4,2
6550179,C8,1
6550207,C8,1
6550207,W2,1
6551296,W2,1
6552319,CBD,1
6552672,NE1,1
6558614,C6,2
6561098,C5,1
6561317,C6,2
6563007,C8,1
6563502,C8,1
6564842,C8,5
6565858,NE1,4
6565909,CBD,1
6566081,NE2,1
6566699,W1,1
6567385,E3,1
6567867,CBD,2
6567867,NE2,1
6569208,C5,1
6569556,C4,1
6569781,C1,1
6570733,E1,1
6570755,CBD,1
6571276,E4,1
6571492,NE2,1
6571680,C5,1
6572160,E4,1
6572332,N1,1
6572332,NE3,1
6572626,W2,1
6573047,CBD,1
6573047,W2,1
6573986,W3,1
6575076,W2,1
6575085,C1,1
6575085,C4,1
6575085,C6,1
6575422,C1,1
6575422,C3,1
6575422,C5,1
6575422,E3,1
6576759,N1,1
6578625,E2,1
6578888,C6,1
6579661,C5,1
6579678,C3,1
6579933,E2,1
6580829,C6,2
6586683,NE1,2
6586901,W2,1
6587514,C1,1
6588157,NE2,1
6588566,C5,1
6588719,N1,1
6590220,N1,1
6590505,C4,1
6591116,E4,1
6591204,E1,1
6591544,E4,1
6592212,E2,1
6592543,C1,1
6592543,C4,6
6593443,NE2,1
6593443,W2,1
6593766,E1,3
6593908,E4,1
6594435,C4,1
6594536,C5,1
6594552,C6,1
6594594,C4,1
6594594,C7,1
6595207,C2,1
6596412,W2,2
6598371,C2,1
6599692,NE1,2
6601322,CBD,1
6601325,C4,1
6601733,N1,1
6603375,C8,1
6603929,CBD,1
6604132,C8,2
6604421,CBD,1
6606608,C1,1
6608898,CBD,2
6608898,E1,1
6610771,C6,1
6611856,C2,3
6612590,NE2,1
6612804,W1,1
6612804,W2,1
6615179,C2,1
6616681,W2,1
6616886,E4,1
6617689,CBD,1
6617855,C2,1
6617855,C4,1
6617855,C5,1
6617855,C6,1
6618628,CBD,1
6619323,C2,1
6619323,NE1,1
6619350,W2,1
6620748,C3,1
6620768,N1,2
6621809,E4,2
6622856,C4,1
6622921,NE2,1
6623006,C5,1
6623208,C4,1
6623425,E4,1
6624807,C6,1
6624807,W1,1
6625802,E4,5
6625802,NE2,1
6625858,C4,2
6626134,E4,1
6626753,C7,1
6627249,W2,1
6628034,C2,1
6628034,C3,1
6628034,C4,1
6628034,C7,3
6628034,CBD,4
6628034,E1,1
6628034,E4,1
6628464,N1,1
6628583,E3,1
6628583,NE3,1
6628679,C6,2
6628963,N1,1
6628968,C1,1
6628968,NE2,1
6629034,N1,3
6629871,C8,1
6630203,C8,1
6630294,C5,1
6630687,C8,1
6631179,N1,1
6631397,E3,1
6631551,E1,2
6632243,C6,1
6632243,CBD,1
6632598,W1,1
6632702,C3,1
6635454,W3,1
6637416,C6,2
6638822,E1,1
6640046,N1,1
6640414,C3,1
6640414,C4,1
6640414,C5,1
6641392,C5,1
6641897,C8,1
6642262,W1,1
6642505,C7,1
6643505,C8,1
6643575,C8,1
6643596,C7,1
6644946,C3,1
6646301,NE2,2
6646830,C4,1
6646886,C1,1
6646886,C2,2
6646886,C4,3
6646886,C5,2
6646886,C6,5
6646886,C8,2
6646886,CBD,8
6646886,W1,2
6646886,W2,1
6647693,NE2,1
6648545,C7,1
6648545,C8,1
6648545,CBD,2
6648973,C6,2
6648991,C4,1
6648991,E1,3
6649847,C6,1
6650395,N1,2
6651026,C4,1
6651026,C5,2
6651026,C6,4
6651026,CBD,1
6651026,E4,1
6651026,NE2,2
6651026,NE3,1
6651456,W1,1
6651622,NE3,1
6651684,CBD,1
6651684,E4,1
6651862,E1,1
6652038,C1,1
6652038,CBD,1
6653973,NE2,1
6655578,C7,1
6655619,W2,2
